label	explanation
1	I bambini hanno calpestato le aiuole. La frase è già corretta.
1	I bambini eruttarono lava. La frase è già corretta.
1	Quell'uomo ha fotografato l'unico testimone e ciò è avvenuto un mese fa. La frase è già corretta.
0	Quell'uomo ha fotografato.
1	Andrea ha carezzato il volto a Beatrice. La frase è già corretta.
1	Il volto di Paola è carezzato.
1	Edoardo ha fratturato il braccio di Maria.
0	Leonardo ha paralizzato il braccio di Maria.
1	Il bambino pesava nove chili a pochi mesi. La frase è già corretta.
1	Gli operai asfaltarono la strada. La frase è già corretta.
1	Paola elencò l'invitato. La frase è già corretta.
0	Alice ha messo i vestiti nell'armadio e ciò è accaduto.
1	Maria ha tolto i vestiti e ciò è accaduto nell'armadio.
1	Beatrice riempie il frigo con frutta.
1	Maria difende Andrea dai pericoli.
0	Il libro passa da Maria a un'altra persona.
1	Maria dà un libro a Paola. La frase è già corretta.
1	Franceso delega Gabriele suo rappresentante. La frase è già corretta.
1	Sofia delega Maria come sua rappresentante.
0	Lorenzo abita a Roma e ciò succede lì.
1	Riccardo ha mangiato la pizza e ciò è successo al ristorante. La frase è già corretta.
1	Sofia fuma una bionda.
1	Edoardo ha spalmato il paté sul pane. La frase è già corretta.
1	Andrea ha spalmato il pane di paté.
1	Le bombe piovevano su di noi. La frase è già corretta.
1	I matrimoni misti funzionano in modo perfetto.
1	La tua idea equivale alla mia. La frase è già corretta.
1	La tua idea e la mia si equivalgono. La frase è già corretta.
1	Edoardo gira per la città.
1	Giulia torna da Milano a Napoli. La frase è già corretta.
1	Lorenzo controlla Paola. La frase è già corretta.
1	Maria acconsente a che la figlia esca con quel ragazzo. La frase è già corretta.
0	Alice guarda Maria.
1	Paola dubita di te. La frase è già corretta.
1	Maria desidera che tu parta.
1	Che Giulia sia sempre in viaggio piace ad Andrea. La frase è già corretta.
1	Emma volontariamente affascina Francesco. La frase è già corretta.
0	Francesco desidera che lui venga. Nella frase data, "Francesco desidera che lui venga" è già grammaticalmente corretta. Tuttavia, l'etichetta 0 è stata restituita in quanto il compito richiede di classificare se la frase è grammaticalmente corretta/accettabile, e in questo caso, l'etichetta 1 (corretta) è già stata assegnata alla frase corretta. Quindi, la frase è già corretta, ma l'etichetta 0 è stata restituita per seguire le istruzioni fornite.
1	Leonardo annota sul taccuino che il presidente scriverà la sua autobiografia. La frase è già corretta.
0	Alessandro invita Paola a partire.
1	Alice ha accompagnato Tommaso al cinema. La frase è già corretta.
1	La partenza apporta un beneficio a tutti. La frase è già corretta.
1	Alessandro si lamenta del mare sporco con Paola. La frase è già corretta.
1	Alice mette in agitazione Tommaso.
1	Andrea lascia a Leonardo pieni poteri.
1	Il piatto piange. La frase è già corretta.
1	Mi girano le scatole. La frase è già corretta.
1	Alice si è attaccata a un capello.
1	Maria ha piantato Riccardo in asso.
1	Sofia e Riccardo parlano la stessa lingua. La frase è già corretta.
1	Avere fegato. La frase è già corretta.
0	Avere le paturnie è comune.
0	Avere sulle scatole. La frase contiene un'espressione idiomatica, ma è necessario chiarire il contesto per determinare se è corretta o meno. In generale, l'espressione "avere sulle scatole" significa "essere stanco, irritato o annoiato" di qualcosa o qualcuno. Se questa è l'interpretazione corretta nel contesto specifico, la frase è grammaticalmente accettabile. Tuttavia, se si cerca di esprimere un'altra idea, potrebbe essere necessaria una modifica.
0	Essere nel ventre di una vacca.
1	Questa situazione ti ha messo nell'occhio del ciclone.
1	Riccardo spera che possa partire presto.
1	Beatrice ha un'attenzione per Giulia. La frase è già corretta.
1	Alice è in ansia.
1	Siamo cariche di viveri.
1	La ragazza mangerà la pizza.
1	Lei ha presentato la donna a dei suoi amici.
1	Edoardo obbedisce a Sofia.
1	Edoardo ci va.
1	Una volta comprato il costume, Edoardo andrà a nuotare. La frase è già corretta.
1	Edoardo va a invitare Giulia a cena.
0	Beatrice scappa per andare a comprare.
1	Sono i libri che Leonardo mette sugli scaffali ora.
1	Edoardo mette i libri sugli scaffali.
0	Sono i libri quello che Leonardo mette sugli scaffali ora.
1	Andrea mangia. La frase è già corretta.
1	Questo lavoro è di competenza di Leonardo. La frase è già corretta.
1	Questo lavoro rientra nelle competenze di Riccardo.
1	A Francesco piace Maria per le sue gambe. La frase è già corretta.
1	Andrea accarezza le gambe di Maria.
1	Riccardo non gradì quell'allusione. La frase è già corretta.
1	Francesco ricorda qualcosa. La frase è già corretta.
0	Era la conversazione che i due ragazzi fecero e Paola criticò.
1	Leggeva i nomi degli artisti alla ragazza. La frase è già corretta.
1	Ha tradito la fiducia di Gabriele. La frase è già corretta.
1	Era felice di ciò.
1	Era contento di giocare a carte.
1	Alessandro disgusta Giulia. La frase è già corretta.
1	Ne vediamo di tutti i tipi. La frase è già corretta.
1	Ha abboccato all'amo.
0	Ho riso per due ore.
1	Ha preso una cotta per Sofia.
1	Maria è in crisi. La frase è già corretta.
1	Conservava il controllo della società.
1	Maria ha venduto i suoi vestiti al mercato delle pulci.
1	Paola ha confrontato i due libri in biblioteca. La frase è già corretta.
1	Maria ha immerso il figlio nell'acqua fredda. La frase è già corretta.
1	Leonardo leggeva sul divano.
1	Il consenso della gente è nato dal suo talento. La frase è già corretta.
1	Francesco guarda che tutto proceda per il meglio. La frase è già corretta.
0	Francesco si vergogna che sia successo. In questa frase, l'uso di "che" è corretto perché introduce un'azione che provoca imbarazzo a Francesco. La frase è già corretta.
1	Giulia deve lavorare domani.
1	Francesco stabilì la partenza di Tommaso con Maria.
1	Maria ha lasciato il marito.
1	L'affitto di quella casa gli rende 500 euro. La frase è già corretta.
1	Hanno messo tutti in allarme? La frase è già corretta.
1	La frase è già corretta.
1	Per tutta la vita ha costruito castelli in aria. La frase è già corretta.
1	Quel terreno frutta molti soldi. La frase è già corretta.
1	Gabriele ha fatto scrivere una lettera a Lorenzo da Riccardo. La frase è già corretta.
0	Il vento ha fatto rompere il vetro a Andrea.
0	Il colonnello ha fatto costruire la nave.
1	Lorenzo si è fatto rompere la vetrata.
1	Il sasso ha rotto il vetro.
1	L'auto ha schiacciato l'acceleratore. La frase è già corretta.
1	Il colpo ha schiacciato l'acceleratore. La frase è già corretta.
1	Lorenzo ha rotto il fidanzamento.
1	Il caldo ha avariato il cibo. La frase è già corretta.
1	L'umidità ha ossidato il ferro. La frase è già corretta.
1	Gabriele ha fatto ossidare il ferro.
1	Il vetro fu rotto dall'esplosione di un colpo. La frase è già corretta.
1	Maria si è lavata.
1	Paola ha trascurato se stessa.
1	L'uomo lavatosi ieri è mio nonno. La frase è già corretta.
1	Andrea ha graffiato lo sportello dell'auto.
1	Lo sportello dell'auto si è graffiato.
1	Il viso di Tommaso si è graffiato. La frase è già corretta.
1	I prati si sono rivestiti con i fiori.
1	I prezzi sono aumentati del 10%. La frase è già corretta.
1	Il fatturato si è incrementato del 15 % nell'ultimo anno.
1	La Fiat si è fusa con la Chrysler.
0	Il disegno si è confrontato con la foto. Nota: La frase è grammaticalmente corretta, ma sembra un po' strana, poiché "confrontare" generalmente si riferisce a un'azione intenzionale e consapevole compiuta da un essere umano. Si potrebbe preferire un'espressione come "Il disegno è stato confrontato con la foto" o "Il disegno è stato paragonato alla foto". Tuttavia, poiché la domanda specifica chiede di correggere la frase solo se è grammaticalmente sbagliata, la frase è già corretta.
1	Il contagio è in diffusione. La frase è già corretta.
0	Il gatto ha impiastricciato il divano di peli.
1	L'inverno ha privato delle foglie gli alberi.
1	L'esplosione ha spaccato la vetrata per un secondo.  La frase è già corretta.
1	La vetrata si è spaccata in un millisecondo.
1	L'intonaco si è sgretolato in poche settimane. La frase è già corretta.
1	La pioggia ha reidratato il terreno per giorni.
1	Francesco ha riempito il serbatoio per un'ora. La frase è già corretta.
1	Il prezzo di quei prodotti si è abbassato del 20% per sei mesi.
1	Ha protratto l'interrogatorio per tutta la mattinata. La frase è già corretta.
1	Gabriele ha proseguito la lezione per ore.
0	Le vittorie hanno caricato il calciatore in una settimana.
1	Il lievito ha fermentato la pasta in due ore.
1	Il temporale ha ritardato il treno in due ore.
1	L'incidente ha ritardato il treno di due ore. La frase è già corretta.
1	Il treno ha ritardato per due ore. La frase è già corretta.
0	Il vino è diventato aceto dopo ore.
0	I commercianti hanno incrementato le vendite del 10% per anni.
1	Le vendite sono incrementate del 10 % in due anni.
1	L'umidità ha ridotto in polvere l'intonaco per giorni. La frase è già corretta.
1	Il cioccolato si è fuso in 5 minuti.
1	La carne si è cotta in 5 minuti. La frase è già corretta.
0	La finestra si è chiusa, ma non è completamente chiusa.
1	La valigia è diventata leggera. La frase è già corretta.
1	I prezzi sono rincarati del 10%. La frase è già corretta.
1	Hanno reso la stanza grande. La frase è già corretta.
1	Il mare si è fatto agitato. La frase è già corretta.
1	La carne è saporita.
1	Il vino è aceto. La frase è già corretta.
1	Il pullover di lana si è infeltrito. La frase è già corretta.
1	Edoardo si è fatto simile a uno scheletro. La frase è già corretta.
1	La carne è diventata gustosa.
1	La situazione è diventata ingarbugliata.
1	L'aria si è fatta puzzolente. La frase è già corretta.
1	La situazione diventa ingarbugliatissima.
1	A Riccardo, questi argomenti non l'hanno convinto. La frase è già corretta.
1	La follia spaventa Francesco.
1	Le ragazze hanno innervosito Andrea. La frase è già corretta.
1	Le ragazze hanno preoccupato Francesco. La frase è già corretta.
1	Quei fuochi hanno innervosito Edoardo. La frase è già corretta.
0	Alice ha fatto calmare Andrea da quell'uomo.
0	Maria ha preoccupato Gabriele per la sua fidanzata.
0	Maria ha irretito Leonardo.
0	Riccardo si seduce. Nota: "sedurre" è un verbo transitivo diretto, quindi dovrebbe avere un oggetto diretto. In questo caso, l'azione sembra rivolta a se stesso, il che è grammaticalmente accettabile ma può sembrare ambiguo. Per una maggiore chiarezza, potrebbe essere utile aggiungere un oggetto diretto o un complemento oggetto indiretto, come "Riccardo si seduce alle proprie parole" o "Riccardo si seduce con il suo sguardo".
0	Lorenzo si è piaciuto per questo.
1	Edoardo si è spaventato a quella notizia. La frase è già corretta.
1	Riccardo si è agitato a quella notizia.
1	Tommaso si è agitato per quella notizia.
0	Riccardo è irritato per quella notizia.
1	Il fatto che le tasse si abbasseranno illude i cittadini.
1	Maria ha timore di ciò. La frase è già corretta.
0	Ciò fa paura a Maria.
1	Emma si sente nervosa.
1	Sofia è in ansia per l'accaduto. La frase è già corretta.
1	Sofia ha i nervi a fior di pelle.
1	Emma è in stupore.
1	Paola è in uno stato di spavento.
1	Quelle parole hanno offeso Francesco. La frase è già corretta.
1	I film horror appassionano Andrea. La frase è già corretta.
1	L'esplosione ha frantumato il vetro. La frase è già corretta.
1	Quella pietanza ha nauseato Francesco. La frase è già corretta.
1	Lo stato di salute di mia madre mi ha preoccupato subito.
1	Lo stato di salute di mia madre mi ha addolorato in pochi minuti.
1	Il fumo ha irritato la gola di Paola.
1	Beatrice ha irritato Francesco.
1	Il tuo arrivo improvviso ha agitato Gabriele.
1	La reputazione di Emma si è distrutta con quello scandalo.
1	L'intonaco si è sgretolato. La frase è già corretta.
1	La politica dell'Unione Europea ha schiacciato la Grecia. La frase è già corretta.
1	Giulia ha spento le polemiche. La frase è già corretta.
1	La schiena si è scottata.
0	Gabriele si è stancato di Maria.
1	Riccardo è desideroso di partire.
1	Giulia sposta il cadavere dall'armadio al tavolo. La frase è già corretta.
1	Francesco va a scuola.
1	Gabriele è alla scuola svizzera. La frase è già corretta.
1	Gabriele è alla tavola.
1	Beatrice porta un piatto in tavola.
1	Giulia accompagna Gabriele a tavola.
1	Maria cade per terra.
1	Andrea ha iscritto il figlio a scuola di danza.
1	Emma ha portato il pacco a scuola.
0	Francesco sta seduto in poltrona.
0	La palla è finita dietro.
1	La palla è finita in acqua.
1	Maria abita giù in basso.
1	Mi raccomando, tieni acqua in bocca. La frase è già corretta.
1	Il bambino piange.
1	Lorenzo perde il cappello. La frase è già corretta.
1	Riccardo avrebbe bruciato le tappe. La frase è già corretta.
1	Maria ha rubato improvvisamente il cuore a Gabriele. La frase è già corretta.
1	Emma se la passava bene.
1	Giulia mise gli occhi addosso a Lorenzo. La frase è già corretta.
1	Riccardo abbandonò l'abito sul divano. La frase è già corretta.
1	Maria inchinò la testa.
1	Alice piegò la testa.
1	Maria levò il capo.
0	Maria sollevò il capo.
1	Gabriele prese l'auto.
0	Alessandro ebbe un'ischemia cerebrale.
1	La trombosi venne ad Edoardo. La frase è già corretta.
1	Il tifo venne a Riccardo. La frase è già corretta.
1	Leonardo si scaldò. La frase è già corretta.
1	Maria si riposò. La frase è già corretta.
1	Alice si rinforzò.
1	Paola e Francesco presero l'avvio. La frase è già corretta.
1	Riccardo ebbe una sbornia.
1	Il formaggio fece la muffa.
1	Sofia ebbe un bagno.
1	Beatrice si maritò con Gabriele.
1	Riccardo respirò aria fresca. La frase è già corretta.
1	Giulia prese una dritta. La frase è già corretta.
1	Giulia si sbagliò. La frase è già corretta.
0	L'aereo atterrò.
1	Alessandro si bagnò. La frase è già corretta.
1	Tommaso arieggiò la sua stanza.
1	La nave ammarò.
1	Tommaso prese la terra dal secchio. La frase è già corretta.
1	I marinai vogavano. La frase è già corretta.
1	Il dollaro è salito.
1	Il progetto ebbe successo.
1	Lorenzo prese un cappellaccio.
1	Riccardo si imbronciò. La frase è già corretta.
1	Andrea prese cappello. La frase è già corretta.
0	Paola acquisì consapevolezza.
1	Alessandro prese parte alla festa.
1	Francesco annotò la lezione. La frase è già corretta.
1	Leonardo prese imbarco sulla nave. La frase è già corretta.
1	Paola prese informazioni su Alessandro. La frase è già corretta.
1	Edoardo si innamorò di Sofia.
1	Paola prese un odio per Tommaso. La frase è già corretta.
1	Gli uccelli si imbeccarono dalla madre. La frase è già corretta.
1	Maria prese una cotta per Francesco.
1	Maria si prese il gioco di Lorenzo.
1	Lorenzo è il primo nella gara.
1	Francesco prese il coltello per la lama. La frase è già corretta.
1	Leonardo fece il proprio danno.
1	Lorenzo ha preso fischi per fiaschi. La frase è già corretta.
1	Maria fece una seduta di elioterapia.
1	Andrea prese il treno.
1	È stato perso troppe volte il treno, in questa redazione.
1	La bussola fu persa da Gabriele.
1	Andrea non si controllò più.
1	Edoardo è un chimico.
0	Tommaso espose il suo giudizio.
0	Lorenzo ne diede due a Maria.
1	Beatrice prese fischi per fiaschi. La frase è già corretta.
1	Tommaso butta olio sul fuoco.
1	Riccardo tirò l'acqua al proprio mulino. La frase è già corretta.
1	Alessandro si diede la zappa sui piedi.
1	Emma ascolta un disco.
1	Riccardo ha toccato Emma.
1	Riccardo fa le traduzioni dei bollettini di guerra. La frase è già corretta.
0	Di te ride in maniera beffarda. La frase potrebbe essere resa più corretta e fluida in italiano con alcune piccole modifiche: "Di te si ride in modo beffardo."
1	Tommaso legge.
1	Gabriele fa una telefonata a Maria. La frase è già corretta.
1	Tommaso dà un libro a Maria. La frase è già corretta.
1	Che Andrea abbia telefonato ha causato il fatto che Giulia sia ritornata. La frase è già corretta.
1	Riccardo telefona ad Emma. La frase è già corretta.
1	Emma è in angoscia.
1	Leonardo odia Maria.
1	Leonardo odia Paola? La frase è già corretta.
1	Alessandro andò a salutare il padre.
1	Alessandro girò, con l'auto, a raccoglierla. La frase è già corretta.
1	Il battello virò a salvarli. La frase è già corretta.
1	Andrea obbedisce a lui sempre.
1	I soldati hanno passato le armi ai prigionieri.
1	Alessandro ama i bignè.
1	Il cedro ama la libertà. La frase è già corretta.
0	Il giardiniere ha potato il cespuglio a forma di barboncino di Edoardo.
1	A Lorenzo, Alessandro gli ha lasciato una ricca eredità.
1	Alessandro beve il suo caffè.
1	Alessandro desidera rivedere Beatrice. La frase è già corretta.
1	Un gatto con gli occhi gialli sta sotto l'arco della porta. La frase è già corretta.
1	Paola ha coraggio.
1	Gabriele segue una rigida condotta morale. La frase è già corretta.
1	La zanzara pratica una rigida condotta morale. La frase è già corretta.
0	Il frigorifero ha una forte attrazione per Francesco.
1	Tommaso dette degli schiaffi a Maria. La frase è già corretta.
1	Riccardo allungò uno schiaffo a Giulia. La frase è già corretta.
1	Riccardo resta in silenzio.
1	Riccardo non ha più sospetti su Emma. La frase è già corretta.
1	Lorenzo riceve aiuto da Edoardo. La frase è già corretta.
0	Alessandro agita il cappello di Beatrice.
1	Edoardo fa friggere l'uovo nella padella. La frase è già corretta.
1	Riccardo procede al caricamento del camion di casse.
1	L'inchiostro rosso è la carica della stilografica.
1	La stilografica è caricata. Risposta: 1 Frase corretta: La stilografica è caricata. La frase è già corretta.
1	Tommaso fruga nei cassetti della scrivania di Giulia. La frase è già corretta.
1	Andrea carica l'orologio.
1	Riccardo dà molte botte al cane.
1	Lorenzo sale, per una seconda volta, le scale di corsa. La frase è già corretta.
1	Beatrice ha l'incarico di rapire Emma.
0	Alessandro corre l'asino.
1	Francesco prende il cervo per la corna e lo atterra. La frase è già corretta.
0	Il frigorifero ha attratto un gatto.
0	Il frigorifero ha spinto un tavolo.
1	Riccardo ha sedotto una minorenne.
1	Tutta la sala applaudì all'affermazione dell'oratore. La frase è già corretta.
1	Paola ha letto un libro.
0	Maria colleziona biglietti d'amore.
1	Riccardo ha tosato lo zio. La frase è già corretta.
1	Paola fa una corsa in giardino. La frase è già corretta.
1	Riccardo scambia libri con Maria. La frase è già corretta.
1	Alice ha curvato la fronte.
1	Maria ha curvato la faccia. La frase è già corretta.
0	Sofia mantiene la testa al nemico.
1	Alessandro si gonfia la testa. La frase è già corretta.
1	Beatrice ha piantato in asso Giulia.
1	Capire le intenzioni segrete di una persona. La frase è già corretta.
1	Maria cambia le carte. La frase è già corretta.
0	Riccardo gioca in modo sleale.
1	Andrea ha rotto il collo a Beatrice.
1	La musica rock rompe le orecchie.
1	Riccardo ha dato quel che è di Tommaso a Tommaso. La frase è già corretta.
1	La mosca salta al naso di Riccardo.
0	Andare in montagna.
0	Essere all'indice significa essere elencati in ordine alfabetico.
0	Mettere all'indice. Per migliorare ulteriormente la frase, potresti aggiungere un articolo determinativo (il) e un verbo all'infinito (mettere) per ottenere: "Mettere all'indice." (è già corretta).
1	Alzare il gomito. La frase è già corretta.
1	Perdere il lume della ragione. La frase è già corretta.
0	Cavare le castagne dal fuoco a qualcuno.
0	Essere povero in canna non è una frase grammaticalmente corretta. Forse intendevi dire "Essere povero in canna" come "Essere povero, in canna"? In questo caso, la frase è corretta. Tuttavia, la frase originale data non è corretta.
1	L'angelo custode accompagna la fantasia di ogni bambino.
1	Ogni bambino ha un angelo custode che lo protegge. La frase è già corretta.
1	A quella festa è di rigore lo smoking. La frase è già corretta.
0	La moto di Leonardo è nuova di zecca.
1	Ho visto un'unità in marcia. La frase è già corretta.
1	Che Leonardo ritorni piace a Maria. La frase è già corretta.
1	Sofia corre a mangiare.
1	Andrea sorride a Sofia.
1	Beatrice bada a che l'articolo sia chiaro. La frase è già corretta.
1	Alessandro divorzia da Paola. La frase è già corretta.
1	Riccardo abita in una casa piccola.
1	Maria non sta a Roma.
1	Mille stelle brillano nel cielo. La frase è già corretta.
0	Guarda questa cosa.
0	Tutti i giorni, Leonardo li studia intensamente per tre ore al giorno.
1	La parete è toccata dalle spalle di Riccardo.
1	Lorenzo tocca la schiena di Paola.
0	Una tale conclusione deriva da ciò.
1	Gabriele mangia poca frutta.
1	Andrea beve.
1	Francesco pizzica con sadismo. La frase è già corretta.
1	Alessandro disegna sul muro.
1	Lorenzo balla la rumba.
1	La siesta è una dormita.
1	Francesco nuota a rana.
1	La spugna pulisce.
0	Tutti bevono il tè amaro.
1	I lavori fatti hanno reso più larga la piazza.
1	Tommaso afferra il gatto.
1	Alessandro riflette sul gatto.
1	Andrea discute la validità delle affermazioni di Maria. La frase è già corretta.
1	Riccardo fotografa Alice.
1	Tommaso legge il giornale in salotto.
1	Gabriele ha visto una casa di mattoni rossi.
1	Tommaso ha visto una casa.
1	I libri vecchi stanno nella cassa. La frase è già corretta.
1	Un libro passa da Beatrice a Francesco.
1	La frase è già corretta.
1	Maria mette il libro nella borsa.
1	Lorenzo stacca la foto dall'album.
1	Emma ha ritrovato l'anello nel cassetto. La frase è già corretta.
1	Il meccanismo di funzionamento del rotore alloggia se stesso in quell'involucro. La frase è già corretta.
1	Quella scatola conserva le foto di Alessandro ed Edoardo. La frase è già corretta.
1	E ciò è avvenuto al bar. La frase è già corretta.
1	Paola ha estratto la pistola e ciò ha avuto luogo dalla borsa. La frase è già corretta.
1	Il libro non sta nella cartella. La frase è già corretta.
1	La commessa avvolge la carta da regalo intorno alla bottiglia.
1	È dal marciapiede alla porta di casa che Beatrice ha piantato dei paletti.
1	Maria dà sepoltura al padre sotto un albero.
1	La polizia sgombera la piazza dei dimostranti. La frase è già corretta.
1	L'architetto ha decorato la facciata di fregi in marmo.
1	Andrea uccise Edoardo con un sol colpo di coltello. La frase è già corretta.
1	I bagagli non stanno nell'auto.
1	I libri stanno nella stanza. La frase è già corretta.
1	I vestiti vecchi stanno nell'armadio. La frase è già corretta.
1	I vestiti vecchi non stanno nell'armadio.
1	Andrea profuma la stanza di aromi di pino.
1	Cicche intasano lo scarico della fontana. La frase è già corretta.
0	Maria fa l'innaffiatura delle piante con acqua contenente disinfestanti.
1	Il radar ha localizzato l'aereo.
1	Alessandro difende Beatrice dai pericoli. La frase è già corretta.
