label	explanation	correction
0	La frase contiene un errore di accordo soggetto-verbo.	Ho l'intenzione di vestirmi da sposa.
1	La frase è grammaticalmente corretta.	Francesco mangiava il pane con soddisfazione.
1	La frase è grammaticalmente corretta.	Quella mattina pioveva a dirotto.
0	Il verbo 'bere' deve essere coniugato correttamente, e in questo caso, dovrebbe essere 'bevo' per la prima persona singolare.	Bevo il vino, Alessandro.
1	La frase è grammaticalmente corretta.	Francesco ha telefonato e Maria è venuta.
1	La frase è grammaticalmente corretta.	Quel libro è stato dato a Paola da Gabriele.
1	La frase è grammaticalmente corretta.	Paola riceve quel libro da Riccardo.
1	La frase è grammaticalmente corretta e accettabile.	Andrea mangia un polpo.
1	La frase è grammaticalmente corretta e coerente.	Tommaso mangia questo.
1	La frase è grammaticalmente corretta.	Sofia lo adora.
0	La frase implica che l'artrosi ha una capacità di paralisi, ma l'artrosi è una condizione degenerativa, non una forza attiva che può paralizzare.	L'artrosi ha causato dolore e limitato il movimento delle ossa.
0	La frase contiene un errore di accordo tra il soggetto "Maria" e il verbo "vuole". Inoltre, il pronome "lo" non è corretto in questo contesto.	Maria vuole mangiarlo.
1	La frase è grammaticalmente corretta.	Lorenzo ammira Alice.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo la ammira.
1	La frase è grammaticalmente corretta.	Edoardo mira alla presidenza.
1	La frase è grammaticalmente corretta e utilizza la forma corretta del verbo essere nel contesto dato.	È sul letto che Maria salta.
1	La frase è grammaticalmente corretta.	È subito che Edoardo vuole il caffè.
0	La frase contiene un'inversione di parole, che la rende difficile da comprendere. Il soggetto "Tommaso" dovrebbe precedere il verbo.	Tommaso tiene al successo.
1	La frase è grammaticalmente corretta.	È alla presidenza che mira Leonardo.
1	La frase è grammaticalmente corretta.	Riccardo adora il cinema.
1	La frase è grammaticalmente corretta.	È il cinema che Francesco adora.
1	La frase è grammaticalmente corretta e il soggetto "il cinema" è concordato correttamente con il verbo "adora".	È il cinema e non la musica che Alessandro adora.
1	La frase è grammaticalmente corretta.	I denti di Emma battono dal freddo.
0	La frase presenta diversi errori grammaticali. "Alessandro" è un nome proprio e come tale non può essere concordato al plurale, quindi è sbagliato dire "le adora". Inoltre, "che hanno gambe lunghe" dovrebbe concordare con "le donne", quindi dovrebbe essere "che hanno le gambe lunghe".	Alessandro ama che le donne abbiano gambe lunghe.
0	In italiano, la preposizione "di" viene usata per indicare la relazione tra due sostantivi, ma non per indicare la posizione. Per indicare la posizione, si usa la preposizione "da". Inoltre, il verbo "adora" richiede un complemento oggetto, che non è presente nella frase.	Andrea adora le amiche di Emma. Explanation: Ho rimosso la preposizione "ne" e ho cambiato "da" in "di" per rendere la frase corretta in italiano. Ho anche aggiunto un complemento oggetto al verbo "adora" per migliorare la struttura della frase.
1	La frase è grammaticalmente corretta.	Gabriele mangia un gelato.
0	In questa frase, è presente un'incoerenza nella scelta del nome del soggetto, poiché entrambi sono "Riccardo".	Riccardo promette a un altro Riccardo che verrà.
1	La frase è grammaticalmente corretta.	Il polpo è divorato da Sofia.
0	La frase presenta un errore di concordanza tra il soggetto e il verbo. Il verbo "esula" concorda con il soggetto plurale "doveri", ma il soggetto "la tolleranza" è singolare.	La tolleranza ne esclude i suoi doveri.
1	La frase è grammaticalmente corretta.	Riccardo ci viene da Roma.
1	La frase è grammaticalmente corretta.	Andrea pensa a Paola.
1	La frase è grammaticalmente corretta e coerente.	Sofia accompagna Maria in Cina.
1	La frase è grammaticalmente corretta.	Emma e il film si sono visti.
1	La frase è grammaticalmente corretta.	Alessandro ammira la casa che è di Paola.
1	La frase è grammaticalmente corretta e accettabile.	Beatrice involontariamente assorbe Francesco.
1	La frase è grammaticalmente corretta.	Lorenzo distribuisce mattoni. Tuttavia, la frase potrebbe essere migliorata per essere più naturale: "Lorenzo distribuisce i mattoni."
0	La frase presenta una struttura sintattica sbagliata. "Che" è usato come congiunzione relativa e non è coerente con il resto della frase. Inoltre, il verbo "dipinga" è all'imperativo e non si adatta al resto della frase.	È bello che Riccardo dipinga.
1	La frase è grammaticalmente corretta e coerente.	Sofia passeggia per Venezia.
1	La frase è grammaticalmente corretta e accettabile.	Maria raccoglie sassolini.
1	La frase è grammaticalmente corretta e accettabile.	Giulia legge.
1	La frase è grammaticalmente corretta e non richiede modifiche.	Beatrice schermisce con abilità.
1	La frase è grammaticalmente corretta.	Maria traveste Alice.
1	La frase è corretta dal punto di vista grammaticale.	Emma umilia Edoardo.
1	La frase è grammaticalmente corretta.	Il fulmine cadde sulla testa di Andrea.
1	La frase è grammaticalmente corretta e accettabile.	Fa neve.
1	La frase è grammaticalmente corretta.	Alessandro dormicchia nell'inazione più totale.
1	La frase è grammaticalmente corretta.	La maionese non ha preso bene.
1	La frase è grammaticalmente corretta e coerente.	Maria sorride a Giulia.
1	La frase è grammaticalmente corretta.	Quel vestito non va ad Alice.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Una stella splende nel cielo.
1	La frase è grammaticalmente corretta.	Una stella brilla nel cielo.
1	La frase è grammaticalmente corretta.	Una stella scintilla nel cielo.
1	La frase è grammaticalmente corretta.	Il vestito di Maria scintilla di uno stupendo diamante.
1	La frase è grammaticalmente corretta e accettabile.	Beatrice arde dalla passione.
1	La frase è grammaticalmente corretta.	Paola luccicava dall'emozione.
1	La frase è grammaticalmente corretta.	Quell'idea si fa chiara nel suo animo.
1	La frase è grammaticalmente corretta, utilizza il verbo "ritornare" in terza persona singolare al presente indicativo e il pronome "vi" come complemento di termine.	Gabriele vi ritorna.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo giunge in casa.
1	La frase è grammaticalmente corretta.	La scala scende in cantina.
1	La frase è grammaticalmente corretta e accettabile.	Il sentiero ci arriva.
1	La frase è grammaticalmente corretta.	La Maggioranza patteggia con l'Opposizione.
1	La frase è grammaticalmente corretta.	Emma lotta su questo punto.
1	La frase è grammaticalmente corretta e le parole sono usate nel contesto appropriato.	Riccardo taglia il pane a fetta.
1	La frase è grammaticalmente corretta.	Riccardo gli vide il volto.
1	La frase è grammaticalmente corretta e comprensibile.	Il sarto ha confezionato un vestito di lino.
1	La frase è grammaticalmente corretta.	Tommaso ha edificato una palazzina nel centro di Roma.
1	La frase è grammaticalmente corretta e accettabile.	Andrea è brutale con Alice.
1	La frase è grammaticalmente corretta e coerente.	Il Giappone colonizzò la Manciuria.
1	La frase è grammaticalmente corretta e coerente.	Leonardo aveva ammassato pacchetti alla base della libreria.
1	La frase è grammaticalmente corretta e accettabile.	Leonardo aveva ammassato contro il muro.
1	La frase è grammaticalmente corretta e accettabile.	Lorenzo ci aveva ammassato pacchetti.
1	La frase è grammaticalmente corretta, poiché segue la struttura e la grammatica della lingua italiana.	L'avaro accumula ricchezze.
1	La frase è grammaticalmente corretta, in quanto utilizza la forma singolare del verbo essere 'è' per accordare con il soggetto 'Leonardo'.	Leonardo è importante per noi.
1	La frase è grammaticalmente corretta.	Il Sergente distribuisce i soldati.
1	La frase è grammaticalmente corretta e coerente.	Sofia separò il lavoro in due parti distinte.
1	La frase è grammaticalmente corretta e accettabile.	Paola gli carezzò il volto.
1	La frase è grammaticalmente corretta.	Questa situazione gli complica la vita.
1	La frase è grammaticalmente corretta e utilizza la forma corretta dei verbi e dei sostantivi.	Maria afferrò la mano di Lorenzo.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e coerente.	Riccardo forgia l'acciaio.
1	La frase è grammaticalmente corretta.	Sofia cucina il pollo al limone.
1	La frase è grammaticalmente corretta.	Le donne partoriscono i bambini.
1	La frase è grammaticalmente corretta e le parole sono utilizzate nel loro contesto appropriato.	Paola converte lo zucchero in caramelle.
1	La frase è grammaticalmente corretta.	Il governo converte gli oppositori in criminali.
0	La frase non è grammaticalmente corretta perché il verbo "travestì" non è concordato correttamente con il soggetto "Alice".	Alice ne travestì Francesco. (La frase è già corretta, ma va notato che la concordanza del verbo è singolare perché Alice è il soggetto singolare.)
1	La frase è grammaticalmente corretta.	Riccardo ne liberò il cane.
1	La frase è grammaticalmente corretta e il significato è chiaro.	Lo Stato accorda troppa fiducia all'amministrazione pubblica.
1	La frase è grammaticalmente corretta.	Tommaso attribuì la decisione di andare in Cina a Leonardo.
1	La frase è grammaticalmente corretta e coerente.	Leonardo addebitava il suo insuccesso alla decisione del padre di andare in Francia.
1	La frase è grammaticalmente corretta.	Francesco abbandona la moglie sulla strada.
1	La frase è grammaticalmente corretta.	I ladri rubano le auto ai legittimi proprietari.
1	La frase è grammaticalmente corretta.	Maria spalmò il pane con il coltello.
0	La frase presenta un errore di significato. Il verbo "mettere" viene utilizzato con oggetti diversi, ma in questo caso sembra che ci sia un errore di parole. "Mise" è la forma al passato dell'ausiliare "essere" (era), non del verbo "mettere" (mise). Inoltre, "tavolo di cappello" non è un'espressione corretta in italiano.	Riccardo mise il tavolo sotto il cappello. (Se si intende che Riccardo ha spostato il tavolo sotto il cappello)  Label: 0 Explanation: La frase presenta un errore di significato. "Tavolo di cappello" non è un'espressione corretta in italiano. Riccardo mise il tavolo sotto il cappello. (Se si intende che Riccardo ha spostato il tavolo sotto il cappello)  Label: 0 Explanation: La frase presenta un errore di significato. "Tavolo di cappello" non è un'espressione corretta in italiano. Riccardo mise il tavolo sotto il cappello. (Se si intende che Riccardo ha spostato il tavolo sotto il cappello)
1	La frase è grammaticalmente corretta e utilizza la forma verbale appropriata.	L'aviazione nemica bombardò napalm sulla città.
1	La frase è grammaticalmente corretta e accettabile.	Andrea imbeve il pane di vino.
1	La frase è grammaticalmente corretta e comprensibile.	Raso rosso foderava i cuscini.
1	La frase è grammaticalmente corretta e ha una struttura coerente.	Lorenzo dissemina aneddoti divertenti nei suoi racconti.
0	La frase contiene un errore di concordanza dei tempi. La forma corretta è "disseminano" al presente indicativo perché "I turisti" è al plurale.	I turisti disseminano il prato di cartacce.
1	La frase è grammaticalmente corretta.	Gabriele nutrì il figlio dell'idea di essere il più bravo ed intelligente di tutti.
1	La frase è grammaticalmente corretta.	Riccardo liberò il cane dalle catene.
1	La frase è grammaticalmente corretta e ha senso logico.	Alessandro scarica Giulia dalle proprie responsabilità.
1	La frase è grammaticalmente corretta.	Tommaso ne ottiene la libertà.
1	La frase è grammaticalmente corretta.	Gabriele difende Giulia contro i pericoli.
1	La frase è grammaticalmente corretta.	L'alchimista fa che l'oro derivi dal piombo.
1	La frase è grammaticalmente corretta.	Riccardo spostò il cappello dall'armadio al tavolo.
1	La frase è grammaticalmente corretta e coerente.	Leonardo pone il libro sulla scrivania.
1	La frase è grammaticalmente corretta e segue le regole della grammatica italiana.	Alessandro prese il cappotto dall'armadio.
1	La frase è grammaticalmente corretta e utilizza correttamente il verbo "spedì" nella forma passata corretta per la terza persona singolare "Gabriele" e specifica l'azione di inviare la ricevuta all'ufficio delle imposte.	Gabriele spedì la ricevuta all'ufficio delle imposte.
1	La frase è grammaticalmente corretta.	Paola spinse le gambe di Francesco verso la parete.
1	La frase è grammaticalmente corretta.	La foresteria ospita gli intervenuti alla manifestazione.
1	La frase è grammaticalmente corretta e il significato è chiaro.	Il dottore spennella le tonsille di Gabriele di iodio.
1	La frase è grammaticalmente corretta.	Leonardo archiviò la documentazione nell'archivio centrale.
1	La frase è corretta dal punto di vista grammaticale.	I gomiti poggiano sul davanzale.
1	La frase è grammaticalmente corretta e coerente.	Riccardo affoga i dispiaceri nel vino.
1	La frase è grammaticalmente corretta e le parole sono utilizzate nella forma corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e segue le regole della lingua italiana.	Andrea spostò il bicchiere dal tavolo sul mobile.
1	La frase è grammaticalmente corretta.	Tommaso pompava l'acqua dal lago alla piscina.
1	La frase è grammaticalmente corretta.	Alessandro e Leonardo negoziano la libertà di Maria.
1	La frase è grammaticalmente corretta e non presenta errori.	Una donna aveva separato Andrea e Tommaso.
1	La frase è grammaticalmente corretta.	Alessandro ricava danaro dalle sue applicazioni.
1	La frase è grammaticalmente corretta e non presenta errori sintattici o grammaticali.	Riccardo allontana Maria dalla stanza.
1	La frase è grammaticalmente corretta.	Leonardo conta su Francesco.
1	La frase è grammaticalmente corretta.	Sofia confonde il piacere con la possibilità di essere corteggiata.
1	La frase è grammaticalmente corretta.	Tommaso fondeva l'argento con l'oro.
1	La frase è grammaticalmente corretta e il suo significato è chiaro.	Gabriele ci sostituisce il tubo catodico.
1	La frase è grammaticalmente corretta e coerente.	Riccardo le sostituisce il tubo catodico.
1	La frase è grammaticalmente corretta e le parole utilizzate sono in armonia tra loro.	Tommaso alterna Beatrice con Paola.
1	La frase è grammaticalmente corretta e accettabile.	L'amore lega.
1	La frase presenta una struttura grammaticalmente corretta e coerente, con un soggetto ("Gabriele") e un verbo ("dorme") allineati per il numero (singolare).	Gabriele dorme.
1	La frase è grammaticalmente corretta e accettabile.	Maria desidera un libro.
1	La frase è grammaticalmente corretta.	Maria desidera il fatto che tu venga.
1	La frase è grammaticalmente corretta.	Leonardo tiene alla possibilità che lo promuovano.
1	La frase è grammaticalmente corretta e coerente.	Giulia abbandona l'idea che vedrà Edoardo.
1	La frase è grammaticalmente corretta e coerente.	Maria ha fatto l'affermazione che Francesco è bello.
1	La frase è grammaticalmente corretta.	Maria bada che tutto funzioni alla perfezione.
1	La frase è grammaticalmente corretta e coerente.	Edoardo approva che Maria parta.
1	La frase è grammaticalmente corretta.	Emma dubita di che Alice parta.
0	La frase non segue le regole grammaticali italiane. "Che" viene utilizzato come congiunzione subordinante per introdurre una proposizione subordinata, ma non è corretto in questo contesto.	La frase non è corretta. Una versione corretta potrebbe essere: "L'idea che Lorenzo viaggi angoscia Tommaso."
0	La frase presenta una struttura e un uso delle parole non corretti.	Riccardo approva l'idea. In questa frase, "Riccardo lo approva l'idea ciò" è grammaticalmente errato. La corretta forma della frase sarebbe "Riccardo approva l'idea". La parola "lo" non è necessaria e "ciò" non è grammaticalmente corretto in questo contesto. Il verbo "approva" è già sufficiente a indicare che Riccardo approva l'idea.
1	La frase è grammaticalmente corretta.	Edoardo lo approva il fatto che Maria canti.
0	La frase presenta un errore nella costruzione della subordinata. La forma corretta richiede l'uso di 'che' per introdurre la subordinata e 'tu voglia' per esprimere il desiderio.	Tu desideri che Sofia venga.
0	La frase "Riccardo va al fumo" non è grammaticalmente corretta. "Al fumo" non è una preposizione adeguata in questo contesto.	Riccardo va a fumare.
1	La frase è grammaticalmente corretta.	Alice brama di tornare.
0	La frase contiene un errore grammaticale perché il verbo "incoraggia" richiede la preposizione "a" seguita da un verbo all'infinito, ma in questo caso il verbo "si sposi" è all'indicativo presente e non all'infinito.	Andrea incoraggia Maria a sposarsi.
1	La frase è grammaticalmente corretta.	Il fatto che Emma parli allieta suo padre.
1	La frase è grammaticalmente corretta e accettabile.	Andare al cinema infiamma Sofia.
1	La frase è grammaticalmente corretta.	La colpisce che Riccardo rida.
1	La frase è grammaticalmente corretta.	Mi meraviglia il fatto che Beatrice sia svestita.
0	La frase contiene una ripetizione del soggetto "Leonardo", che non è grammaticalmente corretta. Inoltre, il verbo "allieta" non è usato correttamente in questa frase.	Leonardo allieta Maria perché Maria ride.
1	La frase è grammaticalmente corretta.	La tristezza e la noia deprimono Gabriele.
1	La frase è grammaticalmente corretta.	Mi acquieta che Giulia parli in questo modo.
1	La frase è grammaticalmente corretta e accettabile.	La sola presenza di Alice mi acquieta.
1	La frase è grammaticalmente corretta.	Parlare con le ballerine è divertente.
0	La forma corretta della frase dovrebbe essere "Sono affascinato dal fatto che Edoardo parli di poesia."	Sono affascinato dal fatto che Edoardo parli di poesia.
0	La frase non è corretta perché manca il verbo principale e non è chiaro cosa sia accaduto a Paola.	A Paola accadde di vedere i marziani.
0	La frase presenta un errore di accordo del verbo con il soggetto. Inoltre, il verbo 'splendeva' non è coerente con l'azione di aver vinto al lotto.	Aveva vinto al lotto e splendeva nel suo sguardo.
0	La struttura della frase è confusa e non grammaticalmente corretta.	La gioia di aver vinto al lotto splendeva nel suo sguardo.
0	La struttura della frase è confusa e la grammatica è scorretta.	Dobbiamo fuggire.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e i suoi elementi sono coerenti tra loro.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Io condanno il fatto che Erode uccise i bambini.
1	La frase è grammaticalmente corretta e comprensibile.	Gabriele adora carezzare Andrea. Nota: Ho considerato la frase data corretta e non ho apportato alcuna modifica.
1	La frase è grammaticalmente corretta e accettabile.	Andrea intende sposare Alice.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo evita di guardare la televisione.
0	La frase contiene un'errata sequenza di proposizioni e una mancanza di coerenza nella struttura grammaticale. Inoltre, il verbo "ritiene" richiede un complemento oggetto, che è assente nella frase.	Paola ritiene che il posto sia carino.
1	La frase è grammaticalmente corretta.	Lorenzo riteneva Alice fosse Paola. In questa frase, Lorenzo è il soggetto e "riteneva" è il verbo principale. Il verbo "ritenere" richiede un complemento oggetto e una proposizione subordinata introdotta da "che" o una forma di verbo all'indicativo o al congiuntivo. In questo caso, la forma del verbo "essere" utilizzata nella subordinata ("fosse") è corretta perché si riferisce a una situazione ipotetica o non confermata. Pertanto, la frase è grammaticalmente corretta.
0	La struttura della frase è un po' contorta e il verbo "giudica" non è seguito dal verbo ausiliare "avere" per esprimere il tempo passato (passato prossimo).	Beatrice lo giudica come se Maria avesse troppi amanti.
0	La frase non è grammaticalmente corretta perché "Sofia lo giudica che Maria abbia troppi amanti" è una struttura sintattica complicata e non naturale.	Sofia giudica che Maria abbia troppi amanti.
1	La frase è grammaticalmente corretta.	Giulia lo giudica evidente che Maria sia bella.
0	La frase presenta un uso improprio della congiunzione "che" e del pronome "lo".	Leonardo suppone che il padre beva troppo.
1	La frase è grammaticalmente corretta.	Io penso qualcosa di te.
1	La frase è grammaticalmente corretta.	Io, di te, penso che ami il tartufo.
1	La frase è grammaticalmente corretta e coerente.	Emma ottiene qualcosa da te.
0	La frase è sintatticamente ambigua. "Alice lavora a cacciare Maria" potrebbe significare che Alice lavora per cacciare Maria (come se fosse un lavoro) o che Alice lavora mentre caccia Maria (come se fossero due azioni simultanee). La frase potrebbe essere migliorata per chiarire il significato.	Alice lavora come cacciatrice di Maria. O Alice lavora mentre caccia Maria.
1	La frase è grammaticalmente corretta e le parole sono usate nel loro contesto appropriato.	Riccardo plaude al fatto che Tommaso ha vinto.
1	La frase è grammaticalmente corretta e accettabile.	Maria ci aspira.
1	La frase è grammaticalmente corretta e ha senso nel contesto.	Maria ci si aggrappa.
1	La frase è grammaticalmente corretta e il significato è chiaro.	Paola mira a che il futuro sia felice.
1	La frase è grammaticalmente corretta.	Giulia guardava il muro.
0	La frase contiene un errore grammaticale. "Riccardo" richiede la congiunzione "e" prima di "Tommaso" per indicare che entrambi pensano.	Riccardo e Tommaso lo pensano.
1	La frase è grammaticalmente corretta.	Paola acconsente a che la leghino.  In questa frase, "Paola acconsente a che la leghino" è grammaticalmente accettabile, poiché il verbo "acconsentire" richiede una proposizione subordinata introdotta da "a che" e il verbo "leghino" è all'indicativo futuro del verbo "legare", concordando con il soggetto implicito "essi" o "loro".
1	La frase è grammaticalmente corretta.	Alice sorride del fatto di aver pianto.
1	La frase è grammaticalmente corretta e la struttura e il significato sono chiari.	La condizione di disagio nasce dalla mancanza d'acqua.
1	La frase è grammaticalmente corretta.	Da quest'analisi risulta il nostro partire.
1	La frase è grammaticalmente corretta.	La tosse dipende dal fatto di aver fumato troppo.
1	La frase è grammaticalmente corretta.	Leonardo chiarisce che non è colpa sua a Paola.
1	La frase è grammaticalmente corretta.	Andrea fischia a Maria che ha fame.
1	La frase è grammaticalmente corretta.	Andrea accennerà ad Edoardo se partirà o no.
1	La frase è grammaticalmente corretta.	Paola addebita a Leonardo il fatto che ora ha fame.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo lo aggiunge nel suo discorso.
1	La frase è grammaticalmente corretta.	Maria ce lo ha scommesso.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Paola incoraggia il fatto che i ragazzi vadano al mare.
1	La frase è grammaticalmente corretta e accettabile.	Emma ne avvisa Alessandro.
1	La frase è grammaticalmente corretta e priva di errori sintattici.	Gabriele lo convince che lo sciopero è giusto.
0	La frase contiene un doppio nome proprio, che potrebbe risultare confuso e non è grammaticalmente corretta.	Riccardo esime dal viaggio.
1	La frase è grammaticalmente corretta.	Il sindaco esenta i poveri dal pagare il bus.
1	La frase è grammaticalmente corretta.	Maria si accorda con Leonardo affinché il programma sia realizzato.
1	La frase è grammaticalmente corretta.	Alice discorre di partire con Giulia.
1	La frase è grammaticalmente corretta e il suo significato è chiaro.	Maria si accorge di essere innamorata dal fatto di arrossire.
1	La frase è grammaticalmente corretta, poiché il verbo 'continua' concorda correttamente con il soggetto 'Edoardo' e il pronome 'lo' è usato correttamente come complemento oggetto dell'azione di mangiare.	Edoardo continua a mangiarlo.
1	La frase è grammaticalmente corretta.	Leonardo lo indugia a mangiare.
1	La frase è grammaticalmente corretta.	Edoardo osa mangiare.
1	La frase è grammaticalmente corretta, poiché il verbo "è" è coniugato correttamente nel presente indicativo del verbo "essere" per indicare un attributo o una qualità di Paola.	Paola è capace di cavalcare.
1	La frase è grammaticalmente corretta.	Maria ha l'intenzione di cavalcare.
0	La forma corretta della frase è "Tommaso solitamente il pasto", poiché "suole" non è una forma corretta del verbo "solito" nel presente indicativo.	Tommaso solitamente il pasto.
1	La frase è grammaticalmente corretta.	Riccardo deve mangiarlo.
0	La forma verbale "usa" è corretta, ma la forma "mangiarlo" non lo è. Dovrebbe essere "mangiare" per accordarsi con il soggetto "Gabriele".	Gabriele usa mangiare.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo va in camera.
1	La frase è grammaticalmente corretta e accettabile in italiano.	Andrea sale in camera.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo sparisce da Parigi.
1	La frase è grammaticalmente corretta e accettabile.	Edoardo parte a Parigi.
1	La frase è grammaticalmente corretta e il soggetto "Paola" concorda con il verbo "sgambetta" al presente indicativo.	Paola sgambetta verso il ponte.
0	La frase non segue correttamente le regole grammaticali. La frase corretta sarebbe "La folla lo corre ad accogliere" o "La folla lo corre per salutarlo".	La folla lo corre ad accogliere.
1	La frase è grammaticalmente corretta e accettabile.	Tommaso invia Emma in piazza.
1	La frase è grammaticalmente corretta e utilizza il verbo assemblare al presente indicativo con il soggetto Beatrice.	Beatrice assembla un computer.
1	La frase è grammaticalmente corretta.	Il film è di Scorsese.
1	La frase è già corretta.	Paola lavora.
1	La frase è grammaticalmente corretta, utilizza il verbo 'angoscia' in modo appropriato e segue la struttura corretta della frase.	È l'amica che di Emma angoscia quel quadro di Picasso.
0	La frase contiene un'incoerenza grammaticale. "Molte" richiede un soggetto plurale, ma "loro" è un pronome plurale e "leggono" è già nella forma plurale. Inoltre, "leggono il giornale" richiede un pronome di terza persona singolare.	Molti di loro leggono il giornale.
0	La frase presenta un errore di concordanza del numero. "Alcuni" è un avverbio di quantità e richiede un verbo al singolare. Inoltre, manca l'articolo davanti a "architetto".	Alcuni musei sono stati progettati da un architetto.
1	La frase è grammaticalmente corretta.	Paola mangia la pizza.
0	La frase contiene un errore di accordo: 'alcuni progettati' non è corretto.	Quell'architetto ha progettato alcuni musei.
1	La frase è grammaticalmente corretta, poiché utilizza correttamente i verbi e i pronomi.	Hanno letto, molte ragazze, il giornale l'anno scorso.
1	La frase è grammaticalmente corretta e coerente in italiano.	Le spalle di Riccardo toccano la parete.
1	La frase è grammaticalmente corretta.	Maria sarà toccata da quel film.
0	La forma verbale "sei" dovrebbe essere utilizzata al posto di "sono" per accordare correttamente con il soggetto "tu".	Che tu sia partita rallegra Beatrice. (La frase è già corretta.)
1	La frase è già corretta.	Gabriele è il marito di Paola.
1	La frase è grammaticalmente corretta.	Beatrice è con Lorenzo.
1	La frase è grammaticalmente corretta.	Paola ha messo la macchina che è del fratello nel garage.
0	La frase è sintatticamente scorretta e non segue le regole grammaticali dell'italiano.	Tommaso obbedisce a Maria.
0	La frase presenta un errore di coerenza nel confronto, poiché non è chiaro chi stia confrontando chi.	Andrea confronta Leonardo con sé stesso.
1	La frase è grammaticalmente corretta.	Maria fotografa Paola.
1	La frase è grammaticalmente corretta, poiché utilizza correttamente la forma del verbo essere "è stato" per indicare il tempo passato del soggetto maschile "Lorenzo".	Lorenzo è stato smanioso.
1	La frase è grammaticalmente corretta.	Tua sorella guarda il gelato.
1	La frase è grammaticalmente corretta e comprensibile.	Tua sorella guarda il CD.
1	La frase è grammaticalmente corretta.	Sofia ha tagliato la testa al bisonte.
1	La frase è grammaticalmente corretta.	Sofia ha tagliato le teste ai tori.
1	La frase è grammaticalmente corretta.	I ragazzi taglierebbero la corda.
1	La frase è grammaticalmente corretta e coerente.	È il toro che Maria ha preso per le corna e non il bufalo.
1	La frase è grammaticalmente corretta e coerente.	Maria stende il bucato.
0	La parola "abbaia" è comunemente usata per descrivere il comportamento dei cani, non degli amici.	Il mio amico sorride.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo ulula.
1	La frase è grammaticalmente corretta poiché il verbo 'dormì' è usato correttamente nel passato remoto, concordando con il soggetto 'Gabriele'.	Gabriele dormì.
1	La frase è grammaticalmente corretta.	Il cane si è fermato in un batter d'occhio.
1	La frase è grammaticalmente corretta e le parole sono usate nel contesto appropriato.	Edoardo ci ha messo due ore per tagliare il filo elettrico.
1	La frase è grammaticalmente corretta.	Leonardo ha sezionato il vecchio tiglio.
1	La frase è grammaticalmente corretta.	Le sei bombe sono esplose il 6 maggio 1999.
1	La frase è grammaticalmente corretta e coerente.	Lorenzo non ha più l'abitudine di fumare.
1	La frase è grammaticalmente corretta.	Andrea è diventato in gamba.
1	La frase è grammaticalmente corretta e semanticamente chiara.	Tommaso ha fatto gli auguri a Giulia.
1	La frase è grammaticalmente corretta e la struttura della frase è appropriata.	Sofia chiede che tu torni immediatamente.
1	La frase è grammaticalmente corretta.	Che tu vada via dispiace a Beatrice.
1	La frase è grammaticalmente corretta.	I bambini hanno calpestato le aiuole.
0	La frase contiene un errore concettuale, poiché i bambini non possono eruttare lava. È un'azione non fattibile.	La frase non è corretta. Un'opzione corretta potrebbe essere: "I vulcani eruttarono lava."
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
0	La frase manca di un complemento oggetto che specifica cosa l'uomo ha fotografato.	Quell'uomo ne ha fotografato il paesaggio.
1	La frase è grammaticalmente corretta.	Andrea ha carezzato il volto a Beatrice.
1	La frase è grammaticalmente corretta e accettabile.	Il volto di Paola è carezzato.
1	La frase è grammaticalmente corretta.	Edoardo ha fratturato il braccio di Maria.
1	La frase è grammaticalmente corretta.	Leonardo ha paralizzato il braccio a Maria.
1	La frase è grammaticalmente corretta e coerente.	Il bambino pesava nove chili a pochi mesi.
1	La frase è grammaticalmente corretta.	Gli operai asfaltarono la strada.
1	La frase è grammaticalmente corretta.	Paola elencò l'invitato.
0	La frase contiene due errori grammaticali. "Alice ha messo e ciò" non è grammaticalmente corretto e "ciò è accaduto i vestiti" dovrebbe essere "ciò è accaduto ai vestiti".	Alice ha messo i vestiti nell'armadio e ciò è accaduto.
1	La frase è grammaticalmente corretta e chiara nella sua struttura e significato.	Maria ha tolto i vestiti e ciò è accaduto nell'armadio.
1	La frase è grammaticalmente corretta.	Beatrice riempie il frigo con frutta.
1	La frase è grammaticalmente corretta.	Maria difende Andrea dai pericoli.
0	La ripetizione del nome "Maria" rende la frase ambigua e poco chiara.	Il libro passa da Maria a un'altra persona.
1	La frase è grammaticalmente corretta e coerente.	Maria dà un libro a Paola.
1	La frase è grammaticalmente corretta.	Francesco delega Gabriele suo rappresentante.
