label	category	correction
1	Correct	Il fatto che Emma sia uscita così presto denota che in questo momento non va d'accordo con te.
1	Correct	Io condanno il fatto che Erode uccise i bambini. La frase è già corretta.
1	Correct	Gabriele adora carezzare Andrea. Nota: la frase originale era già corretta.
1	Correct	Andrea intende sposare Alice.
1	Correct	Riccardo evita di guardare la televisione.
0	Syntax	Paola ritiene che si parta sia carino.
0	Syntax	Lorenzo riteneva che Alice fosse Paola.
0	Syntax	Beatrice lo giudica perché Maria ha troppi amanti.
0	Syntax	Sofia lo giudica che Maria abbia troppi amanti. La frase contiene una struttura sintattica leggermente complessa, ma è grammaticalmente corretta. Tuttavia, per migliorare la chiarezza, potrebbe essere riformulata come "Sofia giudica che Maria abbia troppi amanti."
0	Syntax	Giulia lo giudica evidente che Maria sia bella. Correzione: Giulia trova evidente che Maria sia bella.
0	Syntax	Leonardo suppone che il padre beva troppo.
0	Syntax	Penso qualcosa su di te.
0	Syntax	Penso che tu ami il tartufo.
1	Correct	Emma ottiene qualcosa da te.
0	Syntax	Alice lavora per cacciare Maria.
1	Correct	Riccardo plaude al fatto che Tommaso ha vinto.
1	Correct	Maria ci aspira.
1	Correct	Maria ci si aggrappa.
0	Syntax	Paola mira a che il futuro sia felice. Per rendere la frase corretta dal punto di vista sintattico, dovremmo rimuovere il pronome "che" e aggiungere un aggettivo o un sostantivo al posto. Ad esempio: "Paola mira a un futuro felice." In questo modo, la frase sarebbe grammaticalmente corretta.
1	Correct	Giulia guardava il muro.
0	Syntax	Riccardo pensa che Tommaso lo pensi.
0	Syntax	Paola acconsente a essere legata.
1	Correct	Alice sorride del fatto di aver pianto.
1	Correct	La condizione di disagio nasce dalla mancanza d'acqua.
0	Semantics	Da quest'analisi risulta il nostro partire. La frase contiene un'incoerenza semantica. Il soggetto "il nostro partire" non può essere il risultato di un'analisi. Una frase corretta potrebbe essere: "Da quest'analisi risulta la necessità del nostro partire."
1	Correct	La tosse dipende dal fatto di aver fumato troppo.
1	Correct	Leonardo chiarisce che non è colpa sua a Paola. Nota: sebbene l'uso di "a Paola" sia grammaticalmente accettabile, potrebbe essere più chiaro utilizzare "verso Paola" o "per quanto riguarda Paola" per specificare che l'azione riguarda Paola. Tuttavia, la frase è grammaticalmente corretta.
0	Semantics	Andrea fischia a Maria che ha fame. La frase presenta un'incongruenza semantica. Non è chiaro perché Andrea fischiare a Maria quando è affamata. Una possibile correzione potrebbe essere: "Andrea fischia mentre Maria ha fame."
0	Syntax	Andrea accennerà ad Edoardo se partirà o no. Risposta: 1 (La frase è corretta) Etichetta: 1 Categoria: - Frase corretta: La frase è già corretta.
1	Correct	Paola addebita a Leonardo il fatto che ora ha fame.
1	Correct	Riccardo lo aggiunge nel suo discorso.
1	Correct	Maria ce lo ha scommesso.
0	Syntax	I giornalisti attaccano sui quotidiani il fatto che molti politici siano corrotti.
0	Semantics	Paola incoraggia i ragazzi ad andare al mare.
1	Correct	Emma ne avvisa Alessandro.
1	Correct	Gabriele lo convince che lo sciopero è giusto.
0	Syntax	Riccardo esenta Riccardo dal viaggio.
1	Correct	Il sindaco esenta i poveri dal pagare il bus.
1	Correct	Maria si accorda con Leonardo affinché il programma sia realizzato.
1	Correct	Alice discorre di partire con Giulia.
1	Correct	Maria si accorge di essere innamorata dal fatto di arrossire.
1	Correct	Edoardo continua a mangiarlo.
0	Syntax	Leonardo lo induce a mangiare.
1	Correct	Edoardo osa mangiare.
1	Correct	Paola è capace di cavalcare.
1	Correct	Maria ha l'intenzione di cavalcare.
0	Syntax	Tommaso usa il pasto.
1	Correct	Riccardo deve mangiarlo.
0	Syntax	Gabriele usa mangiarlo. Corrected Sentence: Gabriele lo usa per mangiare.
1	Correct	Riccardo va in camera.
1	Correct	Andrea sale in camera.
1	Correct	Riccardo sparisce da Parigi.
1	Correct	Edoardo parte a Parigi.
1	Correct	Paola sgambetta verso il ponte.
0	Syntax	La folla lo corre a salutare. Correzione suggerita: La folla lo acclama per salutarlo.
1	Correct	Tommaso invia Emma in piazza.
1	Correct	Beatrice assembla un computer.
1	Correct	Il film è di Scorsese.
1	Correct	Paola lavora.
1	Correct	È l'amica che di Emma angoscia quel quadro di Picasso.
0	Syntax	Molte di loro leggono il giornale.
0	Syntax	Alcuni musei sono stati progettati da architetti.
1	Correct	Paola mangia la pizza.
0	Syntax	Quell'architetto ha progettato alcuni musei.
1	Correct	Hanno letto, molte ragazze, il giornale l'anno scorso.
1	Correct	Le spalle di Riccardo toccano la parete.
1	Correct	Maria sarà toccata da quel film.
0	Syntax	Sia che tu sia partita, rallegra Beatrice.
1	Correct	Gabriele è il marito di Paola.
1	Correct	Beatrice è con Lorenzo.
1	Correct	Paola ha messo la macchina che è del fratello nel garage.
0	Syntax	Tommaso obbedisce a Maria.
0	Syntax	Andrea confronta Leonardo con Andrea. La frase presenta un errore di coerenza, poiché Andrea viene confrontato con se stesso, il che non ha senso. Una correzione potrebbe essere: "Andrea confronta Leonardo con Marco."
1	Correct	Maria fotografa Paola.
1	Correct	Lorenzo è stato smanioso.
1	Correct	Tua sorella guarda il gelato.
1	Correct	Tua sorella guarda il CD.
1	Correct	Sofia ha tagliato la testa al bisonte.
1	Correct	Sofia ha tagliato le teste ai tori.
1	Correct	I ragazzi taglierebbero la corda.
1	Correct	È il toro che Maria ha preso per le corna e non il bufalo.
1	Correct	Maria stende il bucato.
0	Semantics	Il mio amico abbaia. Nota: La frase è grammaticalmente corretta, ma il verbo "abbaia" è comunemente usato per i cani e potrebbe non essere appropriato per un essere umano. Quindi, sebbene la frase sia grammaticalmente corretta, potrebbe esserci un problema di semantica.
1	Correct	Riccardo ulula.
1	Correct	Gabriele dormì.
1	Correct	Il cane si è fermato in un batter d'occhio.
1	Correct	Edoardo ci ha messo due ore per tagliare il filo elettrico.
1	Correct	Leonardo ha sezionato il vecchio tiglio.
1	Correct	Le sei bombe sono esplose il 6 maggio 1999.
1	Correct	Lorenzo non ha più l'abitudine di fumare.
1	Correct	Andrea è diventato in gamba.
1	Correct	Tommaso ha fatto gli auguri a Giulia.
1	Correct	Sofia chiede che tu torni immediatamente.
0	Syntax	Dispiace a Beatrice che tu vada via.
1	Correct	I bambini hanno calpestato le aiuole.
0	Semantics	I bambini eruttarono lava. La frase non è grammaticalmente corretta perché i bambini non possono eruttare lava. L'eruzione di lava è un'azione tipica dei vulcani, non degli esseri umani. Una frase corretta potrebbe essere: "I bambini corsero attraverso la stanza."
1	Correct	Quell'uomo ha fotografato l'unico testimone e ciò è avvenuto un mese fa.
0	Syntax	Quell'uomo ha fotografato lui/lei/esso.
1	Correct	Andrea ha carezzato il volto a Beatrice.
1	Correct	Il volto di Paola è carezzato.
1	Correct	Edoardo ha fratturato il braccio di Maria.
0	Semantics	Leonardo ha paralizzato il braccio di Maria.
1	Correct	Il bambino pesava nove chili a pochi mesi.
1	Correct	Gli operai asfaltarono la strada.
1	Correct	Paola elencò l'invitato.
0	Syntax	Alice ha messo i vestiti nell'armadio e ciò è accaduto.
1	Correct	Maria ha tolto i vestiti e ciò è accaduto nell'armadio.
1	Correct	Beatrice riempie il frigo con frutta.
1	Correct	Maria difende Andrea dai pericoli.
0	Syntax	Il libro passa da Maria a Maria. La frase è già corretta.
1	Correct	Maria dà un libro a Paola.
1	Correct	Francesco delega Gabriele suo rappresentante.
1	Correct	Sofia delega Maria come sua rappresentante.
0	Syntax	Lorenzo abita a Roma e ciò succede lì.
1	Correct	Riccardo ha mangiato la pizza e ciò è successo al ristorante.
1	Correct	Sofia fuma una bionda.
1	Correct	Edoardo ha spalmato il paté sul pane.
1	Correct	Andrea ha spalmato il pane di paté.
1	Correct	Le bombe piovevano su di noi.
1	Correct	I matrimoni misti funzionano in modo perfetto.
1	Correct	La tua idea equivale alla mia.
1	Correct	La tua idea e la mia si equivalgono.
1	Correct	Edoardo gira per la città.
1	Correct	Giulia torna da Milano a Napoli.
1	Correct	Lorenzo controlla Paola.
0	Syntax	Maria acconsente che sua figlia esca con quel ragazzo.
0	Syntax	Alice guarda Maria.
1	Correct	Paola dubita di te.
1	Correct	Maria desidera che tu parta.
1	Correct	Che Giulia sia sempre in viaggio piace ad Andrea.
1	Correct	Emma volontariamente affascina Francesco.
0	Syntax	Francesco desidera che venga lui. La frase originale presenta un errore sintattico, poiché il pronome "lui" dovrebbe essere posto dopo il verbo "venga" per essere grammaticalmente corretto.
1	Correct	Leonardo annota sul taccuino che il presidente scriverà la sua autobiografia.
0	Syntax	Alessandro invita Paola a partire.
1	Correct	Alice ha accompagnato Tommaso al cinema.
1	Correct	La partenza apporta un beneficio a tutti.
1	Correct	Alessandro si lamenta del mare sporco con Paola.
1	Correct	Alice mette in agitazione Tommaso.
1	Correct	Andrea lascia a Leonardo pieni poteri.
1	Correct	Il piatto piange.
1	Correct	Mi girano le scatole.
1	Correct	Alice si è attaccata a un capello.
0	Syntax	Maria ha piantato Riccardo in asso. Spiegazione: La frase è grammaticalmente corretta, ma può essere considerata offensiva o informale. L'espressione "piantare in asso" indica l'abbandono o il tradimento di qualcuno, e quindi può essere percepita come negativa. Se si vuole mantenere il significato ma renderla più formale o meno offensiva, si potrebbe dire: "Maria ha lasciato Riccardo da solo" o "Maria ha abbandonato Riccardo".
1	Correct	Sofia e Riccardo parlano la stessa lingua.
0	Semantics	Avere coraggio.
0	Syntax	Avere le paturnie. La frase è corretta a livello grammaticale, ma potrebbe essere resa più chiara aggiungendo un soggetto o un verbo ausiliare. Ad esempio: "Ho le paturnie" o "Mi vengono le paturnie".
0	Syntax	Avere sulle scatole è un modo di dire che significa essere sicuri di qualcosa.
0	Semantics	Essere in un utero di vacca.
1	Correct	Questa situazione ti ha messo nell'occhio del ciclone. Il testo è già grammaticalmente corretto.
1	Correct	Riccardo spera che possa partire presto.
1	Correct	Beatrice ha un'attenzione per Giulia.
1	Correct	Alice è in ansia.
1	Correct	Siamo cariche di viveri.
1	Correct	La ragazza mangerà la pizza.
1	Correct	Lei ha presentato la donna a dei suoi amici.
1	Correct	Edoardo obbedisce a Sofia.
1	Correct	Edoardo ci va.
1	Correct	Una volta comprato il costume, Edoardo andrà a nuotare.
1	Correct	Edoardo va a invitare Giulia a cena.
0	Syntax	Beatrice le compra.  La frase originale presenta un problema di sintassi: "le scappa" è un'espressione idiomatica che significa "non riesce a trattenere" e di solito si usa con verbi come "fare", "dire" o "comprare". In questo caso, la forma corretta sarebbe "Beatrice le compra".
1	Correct	Sono i libri che Leonardo mette sugli scaffali ora.
1	Correct	Edoardo mette i libri sugli scaffali.
0	Syntax	Leonardo mette i libri sugli scaffali ora.
1	Correct	Andrea mangia.
1	Correct	Questo lavoro è di competenza di Leonardo.
1	Correct	Questo lavoro rientra nelle competenze di Riccardo.
1	Correct	A Francesco piace Maria per le sue gambe.
1	Correct	Andrea accarezza le gambe di Maria.
1	Correct	Riccardo non gradì quell'allusione.
1	Correct	Francesco ricorda qualcosa.
1	Correct	Era la conversazione che fecero i due ragazzi che Paola criticò.
1	Correct	La frase è già corretta.
1	Correct	Ha tradito la fiducia di Gabriele.
1	Correct	Era felice di ciò.
1	Correct	Era contento di giocare a carte.
0	Semantics	Alessandro disgusta Giulia. In questa frase, semanticamente è discutibile che Alessandro disgusti Giulia, poiché solitamente non si usa il verbo "disgustare" per descrivere relazioni interpersonali. Tuttavia, la frase è grammaticalmente corretta. Per una risposta più precisa, potrebbe essere necessario maggiori dettagli sul contesto e sul significato desiderato.
1	Correct	Ne vediamo di tutti i tipi.
1	Correct	Ha abboccato all'amo.
0	Syntax	Ho riso per due ore.
1	Correct	Ha preso una cotta per Sofia.
1	Correct	Maria è in crisi.
1	Correct	Conservava il controllo della società.
1	Correct	Maria ha venduto i suoi vestiti al mercato delle pulci.
1	Correct	Paola ha confrontato i due libri in biblioteca.
1	Correct	Maria ha immerso il figlio nell'acqua fredda.
1	Correct	Leonardo leggeva sul divano.
1	Correct	Il consenso della gente è nato dal suo talento.
1	Correct	Francesco guarda che tutto proceda per il meglio.
1	Correct	Francesco si vergogna che sia successo.
1	Correct	Giulia deve lavorare domani.
1	Correct	Francesco stabilì la partenza di Tommaso con Maria.
1	Correct	Maria ha lasciato il marito.
1	Correct	L'affitto di quella casa gli rende 500 euro.
1	Correct	Hanno messo tutti in allarme? La frase è già corretta.
1	Correct	La frase è già corretta.
1	Correct	Per tutta la vita ha costruito castelli in aria.
1	Correct	Quel terreno frutta molti soldi.
1	Correct	Gabriele ha fatto scrivere una lettera a Lorenzo da Riccardo.
0	Syntax	Il vento ha fatto rompere il vetro a Andrea.
0	Semantics	Il colonnello ha fatto costruire la nave.
1	Correct	Lorenzo si è fatto rompere la vetrata.
1	Correct	Il sasso ha rotto il vetro.
0	Semantics	L'auto ha schiacciato il pedale dell'acceleratore.
1	Correct	Il colpo ha schiacciato l'acceleratore.
1	Correct	Lorenzo ha rotto il fidanzamento.
1	Correct	Il caldo ha avariato il cibo.
1	Correct	L'umidità ha ossidato il ferro.
1	Correct	Gabriele ha fatto ossidare il ferro.
1	Correct	Il vetro fu rotto dall'esplosione di un colpo.
1	Correct	Maria si è lavata.
1	Correct	Paola ha trascurato se stessa.
1	Correct	L'uomo lavatosi ieri è mio nonno.
1	Correct	Andrea ha graffiato lo sportello dell'auto.
1	Correct	Lo sportello dell'auto si è graffiato.
1	Correct	Il viso di Tommaso si è graffiato.
1	Correct	I prati si sono rivestiti con i fiori.
1	Correct	I prezzi sono aumentati del 10 %.
1	Correct	Il fatturato si è incrementato del 15% nell'ultimo anno.
1	Correct	La Fiat si è fusa con la Chrysler.
0	Syntax	Il disegno è stato confrontato con la foto.
1	Correct	Il contagio è in diffusione.
0	Semantics	Il gatto ha impiastricciato di peli il divano.
1	Correct	L'inverno ha privato delle foglie gli alberi.
1	Correct	L'esplosione ha spaccato la vetrata per un secondo.
1	Correct	La vetrata si è spaccata in un millisecondo.
1	Correct	L'intonaco si è sgretolato in poche settimane.
1	Correct	La pioggia ha reidratato il terreno per giorni.
1	Correct	Francesco ha riempito il serbatoio per un'ora.
1	Correct	Il prezzo di quei prodotti si è abbassato del 20 % per sei mesi.
1	Correct	Ha protratto l'interrogatorio per tutta la mattinata.
1	Correct	Gabriele ha proseguito la lezione per ore.
0	Syntax	Le vittorie hanno caricato il calciatore in una settimana.
1	Correct	Il lievito ha fermentato la pasta in due ore.
1	Correct	Il temporale ha ritardato il treno in due ore.
1	Correct	L'incidente ha ritardato il treno di due ore.
1	Correct	Il treno ha ritardato per due ore.
0	Syntax	Il vino è diventato aceto dopo ore.
1	Correct	I commercianti hanno incrementato le vendite del 10% per anni.
1	Correct	Le vendite sono incrementate del 10 % in due anni.
1	Correct	L'umidità ha ridotto in polvere l'intonaco per giorni.
1	Correct	Il cioccolato si è fuso in 5 minuti.
1	Correct	La carne si è cotta in 5 minuti.
0	Semantics	La finestra si è chiusa, ma non è ancora chiusa.
1	Correct	La valigia è diventata leggera.
1	Correct	I prezzi sono rincarati del 10 %.
1	Correct	Hanno reso la stanza grande.
1	Correct	Il mare si è fatto agitato.
1	Correct	La carne è saporita.
1	Correct	Il vino è aceto.
1	Correct	Il pullover di lana si è infeltrito.
1	Correct	Edoardo si è fatto simile a uno scheletro.
1	Correct	La carne è diventata gustosa.
1	Correct	La situazione è diventata ingarbugliata.
1	Correct	L'aria si è fatta puzzolente.
1	Correct	La situazione diventa ingarbugliatissima.
0	Morphology	A Riccardo, questi argomenti non lo hanno convinto.  Esplorazione: La frase ha un errore di morfologia, in quanto la forma del pronome oggetto "l'" non concorda con il soggetto "questi argomenti". La forma corretta sarebbe "lo" per riferirsi al soggetto maschile singolare "Riccardo".
1	Correct	La follia spaventa Francesco.
1	Correct	Le ragazze hanno innervosito Andrea.
1	Correct	Le ragazze hanno preoccupato Francesco.
1	Correct	Quei fuochi hanno innervosito Edoardo.
0	Syntax	Alice ha fatto calmare Andrea da quell'uomo.
0	Syntax	Maria ha fatto preoccupare Gabriele a causa della fidanzata.
0	Syntax	Maria ha fatto inciampare Leonardo.
0	Semantics	Riccardo si corteggia. La frase originale sembra avere un problema semantico, poiché "sedurre" è un'azione che solitamente viene eseguita da una persona su un'altra, e non su se stessa. Quindi, è più appropriato utilizzare il verbo "corteggiare" per indicare un'azione auto-diretta.
0	Semantics	Lorenzo si è piaciuto per questo.
1	Correct	Edoardo si è spaventato a quella notizia.
1	Correct	Riccardo si è agitato a quella notizia.
1	Correct	Tommaso si è agitato per quella notizia.
1	Correct	Riccardo è irritato di quella notizia.
1	Correct	Il fatto che le tasse si abbasseranno illude i cittadini.
1	Correct	Maria ha timore di ciò.
0	Syntax	Ciò fa terrorizzare Maria.
1	Correct	Emma si sente nervosa.
1	Correct	Sofia è in ansia per l'accaduto.
1	Correct	Sofia ha i nervi a fior di pelle.
1	Correct	Emma è in stupore.
1	Correct	Paola è in uno stato di spavento.
1	Correct	Quelle parole hanno offeso Francesco.
1	Correct	I film horror appassionano Andrea.
1	Correct	L'esplosione ha frantumato il vetro.
1	Correct	Quella pietanza ha nauseato Francesco.
1	Correct	Lo stato di salute di mia madre mi ha preoccupato subito.
1	Correct	Lo stato di salute di mia madre mi ha addolorato in pochi minuti.
1	Correct	Il fumo ha irritato la gola di Paola.
1	Correct	Beatrice ha irritato Francesco.
1	Correct	Il tuo arrivo improvviso ha agitato Gabriele.
1	Correct	La reputazione di Emma si è distrutta con quello scandalo.
1	Correct	L'intonaco si è sgretolato.
1	Correct	La politica dell'Unione Europea ha schiacciato la Grecia.
1	Correct	Giulia ha spento le polemiche.
1	Correct	La schiena si è scottata.
1	Correct	Gabriele si è rotto di Maria.
1	Correct	Riccardo è desideroso di partire.
1	Correct	Giulia sposta il cadavere dall'armadio al tavolo.
1	Correct	Francesco va a scuola.
1	Correct	Gabriele è alla scuola svizzera.
1	Correct	Gabriele è alla tavola.
1	Correct	Beatrice porta un piatto in tavola.
0	Syntax	Giulia accompagna Gabriele a tavola.
1	Correct	Maria cade per terra.
1	Correct	Andrea ha iscritto il figlio a scuola di danza.
1	Correct	Emma ha portato il pacco a scuola.
0	Syntax	Francesco sta seduto in poltrona.
0	Syntax	La palla è finita dietro.
1	Correct	La palla è finita in acqua.
1	Correct	Maria abita giù in basso.
0	Syntax	Fai attenzione, tieni la bocca chiusa.
1	Correct	Il bambino piange.
1	Correct	Lorenzo perde il cappello.
1	Correct	Riccardo avrebbe bruciato le tappe.
1	Correct	Maria ha rubato improvvisamente il cuore a Gabriele.
1	Correct	Emma se la passava bene.
1	Correct	Giulia mise gli occhi addosso a Lorenzo.
1	Correct	Riccardo abbandonò l'abito sul divano.
1	Correct	Maria inchinò la testa.
1	Correct	Alice piegò la testa.
1	Correct	Maria levò il capo.
0	Syntax	Maria sollevò il capo.
1	Correct	Gabriele prese l'auto.
0	Semantics	Alessandro ebbe una trombosi.
1	Correct	La trombosi venne ad Edoardo.
1	Correct	Il tifo venne a Riccardo. La frase è già corretta.
1	Correct	Leonardo si scaldò.
1	Correct	Maria si riposò.
1	Correct	Alice si rinforzò.
1	Correct	Paola e Francesco presero l'avvio.
1	Correct	Riccardo ebbe una sbornia.
0	Semantics	Il formaggio si è guastato.
1	Correct	Sofia ebbe un bagno.
1	Correct	Beatrice si maritò con Gabriele.
1	Correct	Riccardo respirò aria fresca.
0	Syntax	Giulia prese una dritta. La frase presenta una discrepanza grammaticale in quanto "dritte" è una parola plurale, ma qui è usata come se fosse singolare. Per rendere la frase grammaticalmente corretta, dovrebbe essere "Giulia prese una dritta." (come nell'input originale). La frase è già corretta.
1	Correct	Giulia si sbagliò.
0	Syntax	L'aereo atterrò.
1	Correct	Alessandro si bagnò.
1	Correct	Tommaso arieggiò la sua stanza.
1	Correct	La nave ammarò.
1	Correct	Tommaso prese la terra dal secchio.
1	Correct	I marinai vogavano.
1	Correct	Il dollaro è salito.
1	Correct	Il progetto ebbe successo.
1	Correct	Lorenzo prese un cappellaccio.
1	Correct	Riccardo si imbronciò.
0	Syntax	Andrea prese il cappello.
0	Syntax	Paola prese forma.
1	Correct	Alessandro prese parte alla festa.
1	Correct	Francesco annotò la lezione.
1	Correct	Leonardo prese imbarco sulla nave.
1	Correct	Paola prese informazioni su Alessandro.
1	Correct	Edoardo si innamorò di Sofia.
1	Correct	Paola prese un odio per Tommaso.
0	Syntax	Gli uccelli si imboccarono dalla madre.
1	Correct	Maria prese una cotta per Francesco.
1	Correct	Maria si prese il gioco di Lorenzo.
1	Correct	Lorenzo è il primo nella gara.
1	Correct	Francesco prese il coltello per la lama.
1	Correct	Leonardo fece il proprio danno.
1	Correct	Lorenzo ha preso fischi per fiaschi.
1	Correct	Maria fece una seduta di elioterapia.
1	Correct	Andrea prese il treno.
1	Correct	È stato perso troppe volte il treno, in questa redazione. Nota: La frase data presenta una leggera discrepanza tra la lettera maiuscola e minuscola (È vs E'). La versione corretta è con la lettera maiuscola. Tuttavia, la frase è ancora comprensibile e grammaticalmente corretta con la lettera minuscola. Per questo motivo, la risposta è stata etichettata come corretta.
1	Correct	La bussola fu persa da Gabriele.
1	Correct	Andrea non si controllò più.
1	Correct	Edoardo è un chimico.
0	Syntax	Tommaso esercitò giudizio.
0	Syntax	Lorenzo ne diede due a Maria.
1	Correct	Beatrice prese fischi per fiaschi.
1	Correct	Tommaso butta olio sul fuoco.
0	Syntax	Riccardo tirò l'acqua al mulino. La frase originale contiene un errore grammaticale nella parte "al proprio mulino". Quando si usa l'espressione "tirare l'acqua al mulino", si riferisce ad aiutare qualcuno o un'organizzazione in modo nascosto e indiretto, e quindi non dovrebbe essere preceduto da "proprio", che indicherebbe qualcosa di strettamente personale. La frase corretta rimuove "proprio" per dare: "Riccardo tirò l'acqua al mulino."
1	Correct	Alessandro si diede la zappa sui piedi.
1	Correct	Emma ascolta un disco.
1	Correct	Riccardo ha toccato Emma.
1	Correct	Riccardo fa le traduzioni dei bollettini di guerra.
0	Syntax	Di te ride in maniera beffarda. La frase non è grammaticalmente corretta poiché manca il verbo essere. Una versione corretta della frase sarebbe: "Di te, si ride in maniera beffarda."
1	Correct	Tommaso legge.
1	Correct	Gabriele fa una telefonata a Maria.
1	Correct	Tommaso dà un libro a Maria.
1	Correct	Che Andrea abbia telefonato ha causato il fatto che Giulia sia ritornata.
1	Correct	Riccardo telefona ad Emma.
1	Correct	Emma è in angoscia.
1	Correct	Leonardo odia Maria.
1	Correct	Leonardo odia Paola? La frase è già corretta.
1	Correct	Alessandro andò a salutare il padre.
0	Syntax	Alessandro girò con l'auto per andare a raccoglierla.
1	Correct	Il battello virò a salvarli.
1	Correct	Andrea obbedisce a lui sempre.
1	Correct	I soldati hanno passato le armi ai prigionieri.
1	Correct	Alessandro ama i bignè.
1	Correct	Il cedro ama la libertà.
0	Semantics	Il giardiniere ha potato il cespuglio di barboncino di Edoardo.
0	Syntax	A Lorenzo, Alessandro gli ha lasciato una ricca eredità. La frase contiene un errore di sintassi, ma è corretta secondo le regole della lingua italiana. La corretta preposizione per questo tipo di costruzione sarebbe "a" invece di "di", quindi la frase corretta è: "A Lorenzo, Alessandro gli ha lasciato una ricca eredità."
1	Correct	Alessandro beve il suo caffè.
1	Correct	Alessandro desidera rivedere Beatrice.
1	Correct	Un gatto con gli occhi gialli sta sotto l'arco della porta.
1	Correct	Paola ha coraggio.
1	Correct	Gabriele segue una rigida condotta morale.
1	Correct	La zanzara pratica una rigida condotta morale.
0	Semantics	Il frigorifero ha una forte attrazione per Francesco.
1	Correct	Tommaso dette degli schiaffi a Maria.
1	Correct	Riccardo allungò uno schiaffo a Giulia.
1	Correct	Riccardo resta in silenzio.
1	Correct	Riccardo non ha più sospetti su Emma.
1	Correct	Lorenzo riceve aiuto da Edoardo.
0	Syntax	Alessandro agita Beatrice. La frase è grammaticalmente corretta, ma è piuttosto insolita e potrebbe essere percepita come strana. Una formulazione più comune sarebbe "Alessandro agita la mano a Beatrice" o "Alessandro saluta Beatrice".
1	Correct	Edoardo fa friggere l'uovo nella padella.
1	Correct	Riccardo procede al caricamento del camion di casse.
1	Correct	L'inchiostro rosso è la carica della stilografica.
1	Correct	La stilografica è caricata.
1	Correct	Tommaso fruga nei cassetti della scrivania di Giulia.
0	Syntax	Andrea carica l'orologio. La frase presenta una struttura sintattica corretta, ma il verbo "carica" potrebbe non essere appropriato per il contesto dell'orologio. Un verbo più adatto potrebbe essere "regola" o "aggiusta". Corretta frase: Andrea regola l'orologio.
1	Correct	Riccardo dà molte botte al cane.
1	Correct	Lorenzo sale, per una seconda volta, le scale di corsa.
1	Correct	Beatrice ha l'incarico di rapire Emma.
0	Semantics	Alessandro corre l'asino.
1	Correct	Francesco prende il cervo per la corna e lo atterra.
0	Semantics	Il gatto è stato attratto dal frigo.
0	Semantics	Il frigo è posizionato vicino al tavolo. La frase originale non ha senso in termini di relazione tra il frigorifero e il tavolo. Ho creato una nuova frase che mantiene le stesse parole, ma cambia il senso in modo che abbia un significato logico.
1	Correct	Riccardo ha sedotto una minorenne.
1	Correct	Tutta la sala applaudì all'affermazione dell'oratore.
1	Correct	Paola ha letto un libro.
1	Correct	Maria colleziona biglietti d'amore.
1	Correct	Riccardo ha tosato lo zio.
1	Correct	Paola fa una corsa in giardino.
1	Correct	Riccardo scambia libri con Maria.
1	Correct	Alice ha curvato la fronte.
1	Correct	Maria ha curvato la faccia.
0	Syntax	Sofia tiene testa al nemico.
1	Correct	Alessandro si gonfia la testa.
0	Semantics	Beatrice ha lasciato Giulia a piedi.
1	Correct	Capire le intenzioni segrete di una persona.
1	Correct	Maria cambia le carte.
0	Semantics	Riccardo gioca in modo sleale.
1	Correct	Andrea ha rotto il collo a Beatrice.
1	Correct	La musica rock rompe le orecchie.
1	Correct	Riccardo ha dato quel che è di Tommaso a Tommaso.
0	Semantics	La mosca si posa sul naso di Riccardo.
0	Syntax	Andare a monte significa fallire o venire meno alle aspettative.
0	Syntax	Essere all'indice. La frase è grammaticalmente corretta, ma potrebbe non essere completa o avere un significato chiaro. In questo caso, la frase è un'espressione idiomatica che significa "essere escluso" o "essere messo da parte". Se si vuole una frase più completa e chiara, si potrebbe dire: "Essere all'indice significa essere escluso o messo da parte."
0	Syntax	Metti all'indice. La frase originale "Mettere all'indice" non è grammaticalmente corretta poiché manca il soggetto e la concordanza del verbo. La versione corretta è "Metti all'indice."
0	Syntax	Alzare il gomito è un'espressione idiomatica che indica bere troppo alcol.
1	Correct	La frase è già corretta.
0	Syntax	Aiutare qualcuno a cavare le castagne dal fuoco.
0	Syntax	Essere povero in canna non è una frase grammaticalmente corretta. Una versione corretta potrebbe essere: "Essere povero è come avere una canna al vento."
1	Correct	L'angelo custode accompagna la fantasia di ogni bambino.
1	Correct	Ogni bambino ha un angelo custode che lo protegge.
1	Correct	A quella festa è di rigore lo smoking.
0	Semantics	La moto di Leonardo è nuova di zecca.
1	Correct	Ho visto un'unità in marcia.
0	Syntax	A Maria piace che Leonardo ritorni.
1	Correct	Sofia corre a mangiare.
1	Correct	Andrea sorride a Sofia.
1	Correct	Beatrice bada a che l'articolo sia chiaro. La frase è già corretta.
1	Correct	Alessandro divorzia da Paola.
1	Correct	Riccardo abita in una casa piccola.
1	Correct	Maria non sta a Roma.
1	Correct	Mille stelle brillano nel cielo.
0	Syntax	Guarda questa cosa.
0	Syntax	Leonardo studia intensamente tutti i giorni per tre ore al giorno.
1	Correct	La parete è toccata dalle spalle di Riccardo.
1	Correct	Lorenzo tocca la schiena di Paola.
0	Syntax	Una tale conclusione deriva da ciò.
1	Correct	Gabriele mangia poca frutta.
1	Correct	Andrea beve.
0	Syntax	Francesco pizzica con sadismo. Nota: La frase è grammaticalmente corretta, ma potrebbe essere migliorata aggiungendo un oggetto per indicare cosa sta pizzicando Francesco. Ad esempio: "Francesco pizzica la guancia di Maria con sadismo."
1	Correct	Alessandro disegna sul muro.
