label	correction
1	The sentence is already correct.
1	The sentence is already correct.
0	Era la conversazione che fecero i due ragazzi che Paola criticò. The sentence is grammatically incorrect. A correct sentence would be: "Era la conversazione che i due ragazzi fecero e che Paola criticò."
1	The sentence is already correct.
1	The sentence is already correct.
0	Era felice di quello.
1	Era contento di giocare a carte. Note: The given sentence is grammatically correct, but it's in Italian, not English. If you were expecting an English sentence, then the label would be 0. However, if you were looking for an Italian sentence and it was supposed to be in Italian, then the label would be 1.
0	Alessandro disgusts Giulia.
0	Let's see all kinds of them.
0	He took the bait.
0	I have laughed for two hours.
0	He has developed a crush on Sofia.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Leonardo leggeva sul divano. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Francesco si vergogna che sia accaduto.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	The sentence is not in English. A correct sentence in English could be: "He easily gets a headache."
0	The sentence is not in English, so it cannot be classified as grammatically correct/acceptable in English. If you meant to check the grammar in Italian, the sentence appears to be correct.
0	This land produces a lot of money.
1	The sentence is already correct.
0	Il vento ha fatto rompere il vetro a causa di Andrea. Explanation: The original sentence has incorrect word order and a misplaced preposition. In Italian, the correct sentence would be "Il vento ha fatto rompere il vetro a causa di Andrea." This means "The wind caused the glass to break due to Andrea."
0	Il colonnello ha costruito la nave.
1	Lorenzo si è fatto rompere la vetrata. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Maria has washed herself. The sentence "Maria si è lavata" is in Italian and translates to "Maria has washed herself" in English. However, the given sentence is in Italian, not English, so it is not grammatically correct in the English language.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	I prati si sono ricoperti di fiori.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Il gatto ha impigliato di peli il divano.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Le vittorie hanno carburato il calciatore durante una settimana.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	I commercianti hanno incrementato le vendite del 10% per anni.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	La finestra si è chiusa, ma non è aperta.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Edoardo si è fatto simile a uno scheletro. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	A Riccardo, questi argomenti non lo hanno convinto.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Alice ha fatto calmare Andrea da quell'uomo.
0	Maria ha fatto preoccupare Gabriele per la fidanzata.
0	Maria ha fatto inciampare Leonardo.
0	Riccardo si è sedotto.
0	Lorenzo ha piaciuto a sé stesso per ciò.
1	Edoardo si è spaventato a quella notizia. The sentence is already correct.
1	Riccardo si è agitato a quella notizia. The sentence is already correct.
1	The sentence is already correct.
0	Riccardo è irritato con/per quella notizia.
1	The sentence is already correct.
0	Maria teme ciò.
0	Questo fa terrore a Maria. (The given sentence was incorrect, and the corrected sentence is "Questo fa terrore a Maria.")
0	Emma feels nervous.
1	The sentence is already correct.
0	Sofia has the nerves on edge.
0	Emma is astonished.
1	The sentence is already correct.
0	What words have offended Francesco.
1	I film horror appassionano Andrea. The sentence contains a grammatical error. The correct sentence should be: "I film horror appassionano Andrea." Explanation: The given sentence is already in Italian, and the sentence structure is correct. Therefore, the sentence is grammatically correct and should be labeled as 1. The corrected sentence is the same as the given sentence, so the correct sentence is "I film horror appassionano Andrea."
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Giulia ha spento le polemiche. The sentence is already correct.
1	The sentence is already correct.
0	Gabriele si è rotto la gamba di Maria. Explanation: The given sentence "Gabriele si è rotto di Maria" is grammatically incorrect. In Italian, when using the reflexive verb "si è rotto" (meaning "broken" or "fractured"), it is necessary to specify the body part that is broken. In this case, "la gamba" (the leg) should be added to the sentence to make it grammatically correct. The corrected sentence would be "Gabriele si è rotto la gamba di Maria."
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Giulia accompagna Gabriele in tavola. The sentence is already correct.
0	Maria falls to the ground.
1	The sentence is already correct.
1	The sentence is already correct.
0	Francesco sta seduto in poltrona.
0	La palla è finita dietro.
1	The sentence is already correct.
1	The sentence is already correct.
0	Mi raccomando, tieni la bocca chiusa. (The original sentence is grammatically incorrect.)
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Emma stava bene.
0	Giulia mise gli occhi su Lorenzo.
1	The sentence is already correct.
1	The sentence is already correct.
0	Alice bowed her head.
1	The sentence is already correct.
0	Maria raised her head.
1	The sentence is already correct.
1	The sentence is already correct.
1	La trombosi venne ad Edoardo. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Maria si riposò. (The given sentence is in Italian and not in English, which is why it's incorrect.)
0	Alice strengthened herself.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Sofia took a bath.
1	The sentence is already correct.
1	The sentence is already correct.
0	Giulia prese una diretta. Explanation: The given sentence contains a grammatical error. The correct Italian word for "straight" in this context is "diretta" instead of "dritto" (which is used for masculine nouns). Therefore, the corrected sentence is "Giulia prese una diretta."
0	Giulia made a mistake.
0	L'aereo approdò. (The given sentence had an incorrect conjugation of the verb 'approdare' in the past tense. The correct conjugation for 'l'aereo' is 'approdò'.)
1	The sentence is already correct.
1	Tommaso arieggiò la sua stanza. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	The sentence is not in English and therefore cannot be classified as grammatically correct or incorrect. If you meant to write in English, the correct sentence would be "The sailors were rowing."
1	The sentence is already correct.
1	The sentence is already correct.
1	Lorenzo prese un cappellaccio. The sentence is already correct.
1	The sentence is already correct.
0	Andrea took a hat.
0	Paola prese il corpo. Explanation: In Italian, when referring to a specific object, the definite article 'il' or 'lo' should be used before the noun. In this case, the correct sentence would be "Paola prese il corpo."
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Paola developed a hatred for Tommaso.
0	Gli uccelli si imboccarono dalla madre.
0	Maria took a crush on Francesco.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Leonardo fece il proprio danno. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Andrea prese il treno. The sentence is already correct.
1	Ѐ stato perso troppe volte il treno, in questa redazione. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Lorenzo ne diede due a Maria.
0	The sentence is already correct.
0	Tommaso throws oil on the fire.
1	Riccardo tirò l'acqua al proprio mulino. The sentence is already correct.
0	Alessandro si è dato la zappa sui piedi.
1	The sentence is already correct.
1	The sentence is already correct.
1	Riccardo fa le traduzioni dei bollettini di guerra. The sentence is already correct.
0	The sentence is not grammatically correct in English. If you intended to write a sentence in Italian, the sentence is grammatically correct in that language. However, if you meant to write an English sentence, it should be something like "They teased him in a mocking way."
1	Tommaso legge. Explanation: The given sentence "Tommaso legge." is grammatically correct in Italian. The subject is "Tommaso" and the verb is "legge" (reads), which agrees in number and person. Therefore, the sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Andrea che ha telefonato ha causato il fatto che Giulia sia ritornata. Explanation: The sentence contains an error in the position of the subject "Andrea". The correct sentence should have "Andrea" placed after the relative pronoun "che", resulting in "Andrea che ha telefonato".
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Il giardiniere ha potato il barboncino di Edoardo. (The sentence is already correct.)
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Gabriele segue una rigida condotta morale. The sentence is already correct.
0	La zanzara pratica una rigida condotta morale. The sentence is already correct.
0	Il frigorifero è rotto e Francesco è arrabbiato. Explanation: The original sentence "Il frigorifero ha una forte cotta per Francesco" is incorrect because it uses "cotta" (cooked) in an unconventional way. A more appropriate sentence would be "Il frigorifero è rotto e Francesco è arrabbiato" which means "The fridge is broken and Francesco is angry".
0	Tommaso gave some slaps to Maria.
1	The sentence is already correct.
1	Riccardo resta in silenzio. The sentence is already correct.
1	The sentence is already correct.
1	Lorenzo riceve aiuto da Edoardo. The sentence is already correct.
0	Alessandro shakes Beatrice.
1	The sentence is already correct.
1	Riccardo procede al caricamento del camion di casse. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Tommaso fruga nei cassetti della scrivania di Giulia. The sentence is already correct.
1	Andrea carica l'orologio. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Alessandro corre con l'asina.
1	The sentence is already correct.
0	El frigorífico sedujo a un gato. (The sentence in Spanish)
0	Il frigorifero ha sedotto un tavolo. (I replaced "frigo" with "frigorifero" which is the correct way to say refrigerator in Italian.)
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Maria colleziona biglietti d'amore.
1	Riccardo ha tosato lo zio. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	Alice ha curvato la fronte.
1	The sentence is already correct.
0	Sofia holds her head high against the enemy.
0	Alessandro gonfia la testa. Explanation: The phrase "si gonfia" in the original sentence is incorrect. It should be just "gonfia" to maintain the subject-verb agreement.
1	The sentence is already correct.
0	To understand the secret intentions of a person.
1	The sentence is already correct.
0	Riccardo gioca male.
1	The sentence is already correct.
0	The sentence "La musica rock rompe le orecchie" is incorrect because it contains a typo. The correct sentence should be "La musica rock rompe le orecchie."
1	The sentence is already correct.
1	La mosca salta al naso di Riccardo. The sentence is already correct.
0	The sentence is not in English, so it cannot be classified as grammatically correct or incorrect. However, if you meant to write a grammatically correct sentence in English, it would be something like "Go up the mountain."
0	To be at the index.
0	Put under scrutiny.
0	The sentence is in a language other than English (Italian) and therefore not grammatically correct for this task. The grammatically correct sentence in English would be: "Raise your elbow."
0	The sentence "Perdere il lume della ragione" is not grammatically correct in English. A more appropriate translation would be "To lose one's reason" or "To lose one's mind."
0	The sentence is not grammatically correct in English. A possible correct translation could be: "To take someone out of the fire."
0	Essere povero in canna is not grammatically correct in English. A corrected sentence could be: "Essere povero in canna" translated to English means "To be poor in a cane".
1	The sentence is already correct.
1	The sentence is already correct.
0	Alla festa è rigorosamente richiesto lo smoking.
0	La moto di Leonardo è nuova di zecca. (The sentence is already correct.)
1	The sentence is already correct.
0	Sia che Leonardo ritorni piace a Maria.
0	Sofia corre per mangiare.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Maria non è a Roma.
1	The sentence is already correct.
0	Questo è ciò che guardo. Explanation: The original sentence "Ciò guarda questa cosa" is not grammatically correct in Italian. The corrected sentence, "Questo è ciò che guardo," translates to "This is what I am looking at" in English, which is a more accurate and grammatically correct way to convey the intended meaning.
1	Tutti i giorni, Leonardo studia intensamente tre ore al giorno.
1	The sentence is already correct.
1	The sentence is already correct.
0	A sentence like this should be in English, not in Italian. Here's a possible correct sentence: "Such a conclusion follows."
1	The sentence is already correct.
1	Andrea beve. The sentence is already correct.
0	Francesco pizzica con sadismo. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	La siesta è una dormita. Explanation: The given sentence is grammatically correct in Italian. "La siesta" means "the siesta," "è" means "is," and "una dormita" means "a nap." So, the sentence translates to "The siesta is a nap" in English.
0	Francesco swims the breaststroke.
1	The sentence is already correct.
0	Tutti bevono il tè amaro.
0	The sentence is already correct.
1	The sentence is already correct.
1	Alessandro riflette sul gatto. Note: The given sentence is in Italian and is grammatically correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	The sentence is not in English and therefore cannot be classified as correct or incorrect in the context of English grammar.
1	The sentence is already correct.
1	The sentence is already correct.
0	Gli antichi libri stanno nella cassa.
0	A book passes from Beatrice to Francesco.
0	Non c'è sempre un accordo tra i fatti e le parole di Maria.
1	The sentence is already correct.
1	Lorenzo stacca la foto dall'album. The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Paola ha estratto la pistola e ciò ha avuto luogo dalla borsa. (The sentence is already correct.)
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	Maria sepolta il padre sotto un albero. Explanation: The original sentence "Maria dà sepoltura al padre sotto un albero" is not grammatically correct in Italian. The correct sentence should be "Maria sepolta il padre sotto un albero," which means "Maria buried her father under a tree." In this sentence, the verb "seppellire" (to bury) is conjugated in the past tense (passato prossimo) with "Maria" as the subject, and the direct object "il padre" (the father) is placed after the verb, as required by Italian grammar.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
1	The sentence is already correct.
0	I libri stanno nella stanza. Explanation: The sentence is grammatically correct in Italian, but it is not in English. The translation would be "The books are in the room."
0	Gli abiti vecchi stanno nell'armadio.
1	The sentence is already correct.
1	The sentence is already correct.
0	The sentence is not in English, so it cannot be classified as grammatically correct or incorrect in terms of English grammar. If you want to check its grammar in Italian, the sentence seems to be grammatically correct.
0	Maria fa l'innaffiatura delle piante con acqua disinfettata.
1	The sentence is already correct.
1	The sentence is already correct.
