label	explanation	correction
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede alcuna correzione.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	Sofia cucina il pollo al limone.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase non segue la struttura corretta. Il verbo "travestire" richiede la preposizione "da" per indicare il ruolo nel quale qualcuno viene travestito.	Alice travestì Francesco da qualcuno.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non presenta errori.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede modifiche.	La frase è già corretta.
1	La frase è grammaticalmente corretta e il suo significato è chiaro.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
0	La frase contiene un errore di significato, poiché "tavolo di cappello" non è una combinazione di parole corrispondente a un oggetto reale.	La frase non è corretta. Una versione corretta potrebbe essere: "Riccardo mise il cappello sul tavolo."
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e ha un significato chiaro.	Lorenzo dissemina aneddoti divertenti nei suoi racconti. La frase è già corretta.
0	La forma corretta della frase sarebbe "I turisti disseminano il prato di cartacce" o "Il prato è disseminato di cartacce dai turisti".	I turisti disseminano il prato di cartacce. Explanation: Nella frase data, la forma verbale "disseminano" è corretta e concorda con il soggetto "turisti" (plurale). Tuttavia, la preposizione "di" è usata in modo scorretto in questa frase. È preferibile dire "Il prato è disseminato di cartacce dai turisti". Tuttavia, l'alternativa "I turisti disseminano il prato di cartacce" è anch'essa grammaticalmente corretta, poiché il soggetto "turisti" è espresso chiaramente. Pertanto, la frase data può essere considerata accettabile sebbene non sia la forma più naturale.
0	In questa frase, il pronome 'il' è usato in modo errato, e l'oggetto 'figlio' dovrebbe essere preceduto dalla preposizione 'del'.	Gabriele nutrì nel figlio l'idea di essere il più bravo ed intelligente di tutti.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e comprensibile.	Alessandro scarica Giulia dalle proprie responsabilità.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta. Explanation: La frase è grammaticalmente corretta e ha un significato comprensibile.	L'alchimista fa che l'oro derivi dal piombo.
1	La frase è grammaticalmente corretta e non richiede modifiche.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Alessandro prese il cappotto dall'armadio.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	I gomiti poggiano sul davanzale.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo affoga i dispiaceri nel vino.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e il suo significato è chiaro.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede modifiche.	La frase è già corretta.
1	La frase è già corretta.	Alessandro e Leonardo negoziano la libertà di Maria.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta e ha un senso compiuto.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile in italiano.	Tommaso alterna Beatrice con Paola.
1	La frase è grammaticalmente corretta e accettabile.	L'amore lega.
1	La frase è già corretta.	Gabriele dorme.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e chiara nel suo significato.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase presenta un errore di concordanza dei verbi. 'Dubitare' richiede il verbo 'partire' al congiuntivo, e inoltre, il soggetto 'Alice' richiede il verbo 'partire' al singolare.	Emma dubita che Alice parta.
0	La frase non è grammaticalmente corretta in quanto non ha una struttura logica e coerente in italiano.	La frase non è corretta. Una possibile versione corretta potrebbe essere: "L'idea che Lorenzo viaggi angoscia Tommaso."
0	La frase non ha senso in italiano e presenta un uso scorretto dell'articolo determinativo "lo" e della congiunzione "ciò".	Riccardo approva l'idea, ciò significa che... (è necessario completare la frase in modo coerente).
0	La frase presenta una struttura sintattica non corretta.	Edoardo approva il fatto che Maria canti.
0	La frase presenta un uso errato del verbo desiderare. Bisogna specificare chi desidera e chi è l'oggetto dell'azione.	Tu desideri che Sofia venga.
0	La frase dovrebbe utilizzare la preposizione 'di' per indicare la direzione.	Riccardo va al fumo. (La frase è già corretta, ma la preposizione 'di' dovrebbe essere usata per indicare la direzione: Riccardo va di fumo.)
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
0	La frase non è corretta perché manca la congiunzione "che" dopo il verbo "a".	Andrea incoraggia Maria a che si sposi. (La frase è già corretta.)
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase contiene un errore di coniugazione del verbo. La forma corretta è "La colpisce che Riccardo rida."	La colpisce che Riccardo rida.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase non è chiara e presenta un'incongruenza grammaticale. Sembra che ci sia un'omissione o un'inversione di soggetti.	Leonardo allieta Maria perché Maria ride. Label: 1 Explanation: La frase è corretta e comprensibile. Explanation: Leonardo allieta Leonardo perché Maria ride. La frase è già corretta.
1	La frase è grammaticalmente corretta.	La tristezza e la noia deprimono Gabriele. La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta.	Parlare con le ballerine è divertente.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase ha una costruzione sintattica sbagliata e manca la preposizione "di" prima dell'infinito "vedere".	A Paola accadde di vedere i marziani.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
0	La frase presenta un errore grammaticale, in quanto manca la preposizione "di" dopo "di aver vinto".	Di aver vinto al lotto, splendeva nel suo sguardo.
0	La frase non è grammaticalmente corretta perché manca un verbo ausiliare (essere o avere) per formare il congiuntivo "si tratti" e il verbo "dobbiamo" deve essere coniugato al tempo presente indicativo, non al congiuntivo.	Si tratta che dobbiamo fuggire. La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e concorda in termini di soggetto e verbo.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase presenta errori di coesione sintattica e manca la congiunzione tra le due parti.	Paola ritiene che si parta è carino. La frase corretta dovrebbe essere: "Paola ritiene che sia carino partire."
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La costruzione della frase non è corretta.	Sofia lo giudica male che Maria abbia troppi amanti. In questa correzione, il termine "male" è stato aggiunto dopo "giudica" per rendere la frase grammaticalmente corretta e coerente con il significato originale.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
0	La frase presenta una costruzione sintattica sbagliata. "Alice lavora a cacciare Maria" dovrebbe essere "Alice caccia Maria" per indicare un'azione di caccia.	Alice caccia Maria.
1	La frase è già grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
0	La frase manca di un verbo principale per connettere i due soggetti.	Riccardo e Tommaso lo pensano.
1	La frase è grammaticalmente corretta e accettabile in italiano.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
0	La frase presenta un errore di concordanza tra il soggetto "nostro" (plurale) e il verbo "partire" (singolare).	Da quest'analisi risulta il nostro partire. (La frase è già corretta.)
1	La frase è grammaticalmente corretta e non richiede modifiche.	La tosse dipende dal fatto di aver fumato troppo.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase contiene un'espressione ripetuta, "Riccardo", che non è grammaticalmente corretta.	Riccardo esonera Riccardo dal viaggio.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è corretta e non richiede modifiche.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	Paola è capace di cavalcare.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La forma verbale non è corretta per il soggetto 'Tommaso'. 'Suole' è la terza persona singolare dell'imperfetto indicativo del verbo 'suolare' (causare un'impressione di scivolamento o di instabilità), mentre 'suole' deve essere la terza persona singolare dell'imperfetto indicativo del verbo 'sugere' (mangiare) in questo contesto.	Tommaso suol il pasto.
1	La frase è grammaticalmente corretta.	Riccardo deve mangiarlo.
0	La frase contiene un errore nella forma verbale. 'Mangiare' è un verbo transitivo e richiede un oggetto diretto. Inoltre, 'usare' è un verbo intransitivo e non richiede un oggetto diretto.	Gabriele usa mangiarlo. La frase non è corretta. La frase corretta dovrebbe essere: "Gabriele usa il cibo." O "Gabriele mangia il cibo." A seconda del contesto e del significato desiderato.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede correzioni.	Riccardo sparisce da Parigi.
1	La frase è già grammaticalmente corretta.	Edoardo parte a Parigi.
1	La frase è grammaticalmente corretta.	Paola sgambetta verso il ponte.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede correzioni.	Beatrice assembla un computer.
1	La frase è grammaticalmente corretta e accettabile.	Il film è di Scorsese.
1	La frase è grammaticalmente corretta e accettabile.	Paola lavora.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	In questa frase ci sono due errori. Prima di tutto, il pronome "Molte" è ambiguo e può essere interpretato come "molte persone" o "molti giornali". In secondo luogo, il verbo "leggono" non concorda con il soggetto "loro".	La frase è già corretta, ma è ambigua. Per chiarire il significato, è preferibile usare "molte persone" o "molti giornali". Esempio: "Molte persone leggono il giornale" o "Molti giornali vengono letti".
0	La frase presenta un'incongruenza tra il soggetto "alcuni musei" e il verbo "è stato" (singolare), che dovrebbe essere "sono stati" (plurale) per accordarsi con il soggetto plurale.	Quelli alcuni musei sono stati progettati da architetto. (Nota: "Quelli alcuni" è una ripetizione e non è necessario in questa frase, quindi la frase corretta sarebbe: "Alcuni musei sono stati progettati da architetto.")
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase non è grammaticalmente corretta perché il verbo "avere" è usato in modo errato. Il verbo "avere" non può essere seguito direttamente dal participio passato del verbo "progettare" in questo caso.	Quell'architetto ha progettato alcuni musei.
1	La frase è grammaticalmente corretta.	Hanno letto, molte ragazze, il giornale l'anno scorso.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile in italiano.	La frase è già corretta.
0	La frase contiene un errore grammaticale. Il verbo "essere" deve concordare con il soggetto "tu" al singolare, quindi è necessario utilizzare "sia" invece di "sei".	Che tu sia partita rallegra Beatrice.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase non ha un verbo e non segue una struttura grammaticalmente corretta.	Tommaso obbedisce a Maria.
0	In questa frase, il pronome "Andrea" è ripetuto due volte, il che non è chiaro e potrebbe essere confuso. Si consiglia di utilizzare un pronome diverso per evitare ambiguità.	Andrea confronta Leonardo con sé stesso.
1	La frase è già grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Lorenzo è stato smanioso.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	Maria stende il bucato. (La frase è già corretta.)
0	'Abbaia' è un verbo coniugato in terza persona singolare, ma 'amico' è un sostantivo maschile, quindi la forma corretta del verbo dovrebbe essere coniugata al maschile singolare.	Il mio amico abbaia.  Nota: la frase data era già corretta, ma ho spiegato la ragione per la classificazione del mio assistente.
1	La frase è già corretta.	Riccardo ulula.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Andrea è diventato in gamba.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase suggerisce che i bambini stiano eruttando lava, ma i bambini non possono eruttare lava.	I bambini giocavano a fare finta di eruttare lava.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase manca di un oggetto dopo il verbo "fotografato".	Quell'uomo ne ha fotografato alcuni.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede correzioni.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	Paola elencò l'invitato.
0	La frase contiene un doppio utilizzo del verbo "avere" (ha messo e ciò è accaduto), che non è grammaticalmente corretto.	Alice ha messo i vestiti nell'armadio e ciò è accaduto.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile in italiano.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede correzioni.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e le parole sono in ordine corretto.	La frase è già corretta.
0	La frase non è grammaticalmente corretta perché non ha una congiunzione adeguata che colleghi le due parti della frase e il verbo "succede" è utilizzato in modo strano.	Lorenzo abita a Roma e ciò accade nella capitale.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile in italiano.	I matrimoni misti funzionano in modo perfetto.
1	La frase è grammaticalmente corretta e accettabile.	La tua idea equivale alla mia.
1	La frase è grammaticalmente corretta.	La tua idea e la mia si equivalgono.
1	La frase è grammaticalmente corretta.	Edoardo gira per la città.
1	La frase è corretta grammaticalmente, non ci sono errori evidenti.	La frase è già corretta.
1	La frase è grammaticalmente corretta, poiché è presente un soggetto (Lorenzo) e un verbo (controlla) che concordano nel numero e nella persona.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
0	La frase è incomprensibile, manca un verbo per esprimere un'azione.	La frase è già corretta. (Tuttavia, sarebbe necessario un verbo per esprimere un'azione.)
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e comprensibile.	La frase è già corretta.
1	La frase è grammaticalmente corretta e ben formulata.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
0	La frase contiene un errore grammaticale poiché la forma verbale non è corretta. Dovrebbe essere "andare" invece di "partire".	Alessandro invita Paola a che si andasse.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La partenza apporta un beneficio a tutti.
1	La frase è grammaticalmente corretta.	Alessandro si lamenta del mare sporco con Paola.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase "Avere fegato" è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase presenta un errore grammaticale, poiché "avere" è un verbo che richiede un complemento oggetto, ma non è presente nella frase.	La frase non è completa, per esempio: "Non sai cosa abbia nelle scatole."
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	Alice è in ansia.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La ragazza mangerà la pizza.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Edoardo obbedisce a Sofia.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
0	La frase non ha un verbo per descrivere l'azione che Beatrice sta facendo.	Beatrice le scappa per andare a comprare.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Andrea mangia. (La frase è già corretta.)
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è correttamente formulata in italiano.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede modifiche.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La forma verbale 'ho riso' richiede il complemento di tempo con la preposizione 'per', quindi la frase non è corretta grammaticalmente.	Ho riso per due ore.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede alcuna modifica.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e non richiede correzioni.	Leonardo leggeva sul divano.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
0	La frase è ambigua perché non è chiaro se il vento ha rotto il vetro o se Andrea ha rotto il vetro.	Il vento ha fatto rompere il vetro a Andrea.
0	La frase è ambigua, poiché "ha fatto la nave" potrebbe essere inteso come "ha costruito" o "ha navigato con la nave". Per chiarire il significato, si potrebbe usare "Il colonnello ha costruito la nave" o "Il colonnello ha navigato con la nave".	Il colonnello ha costruito la nave.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	L'auto ha schiacciato l'acceleratore.
0	In questa frase, 'colpo' è un sostantivo e non può eseguire un'azione come 'schiacciare', che richiede un soggetto animato.	La persona ha schiacciato l'acceleratore.
1	La frase è grammaticalmente corretta e accettabile.	Lorenzo ha rotto il fidanzamento.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Gabriele ha fatto ossidare il ferro.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è corretta.	La frase è già corretta.
1	La frase è corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta.	La Fiat si è fusa con la Chrysler.
0	Il verbo "si è confrontato" è in forma riflessiva e non è corretto per la struttura della frase.	Il disegno è stato confrontato con la foto.
1	La frase è già corretta.	La frase è già corretta.
0	La forma corretta del verbo "impelare" è "impellere".	Il gatto ha impellere di peli il divano. (La frase è già corretta.)
1	La frase è grammaticalmente corretta e priva di errori.	L'inverno ha privato delle foglie gli alberi. La frase è già corretta.
1	La frase è grammaticalmente corretta e non presenta errori.	L'esplosione ha spaccato la vetrata per un secondo.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e ha senso nel contesto.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	L'incidente ha ritardato il treno di due ore.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
0	La frase non è grammaticalmente corretta perché il verbo 'diventare' non può avere un complemento di tempo come 'per ore'. Si deve utilizzare la forma corretta 'è rimasto' per indicare un periodo di tempo.	Il vino è rimasto aperto per ore ed è diventato aceto.
1	La frase è grammaticalmente corretta e ha un senso compiuto.	La frase è già corretta.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	L'umidità ha ridotto in polvere l'intonaco per giorni.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase contiene una contraddizione, in quanto afferma che la finestra è chiusa e non è chiusa nello stesso tempo.	La finestra si è chiusa, ma ora non è chiusa.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La carne è saporita.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile in italiano.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è già corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase contiene un verbo in una forma errata. 'Calmare' è un verbo transitivo e richiede un oggetto diretto. In questo caso, l'oggetto diretto dovrebbe essere 'Andrea' o 'quell'uomo', ma non entrambi contemporaneamente.	Alice ha fatto calmare Andrea da quell'uomo.
0	La frase non è grammaticalmente corretta perché "Maria ha fatto preoccupare" non è una costruzione corretta in italiano.	Maria ha fatto preoccupare la fidanzata di Gabriele. Etichetta: 1 Spiegazione: La frase è già corretta. Corretta Frase: Maria ha fatto preoccupare Gabriele dalla fidanzata.
0	La frase contiene un errore di ortografia e grammatica. La parola 'irretire' non esiste in italiano. Probabilmente si voleva dire 'intrappolare' o 'coinvolgere'.	Maria ha fatto intrappolare Leonardo.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La forma corretta della coniugazione del verbo "piacere" in terza persona singolare è "è piaciuto" e non "si è piaciuto". Inoltre, il pronome "ciò" richiede l'uso dell'articolo "per ciò che" o "per ciò che riguarda".	Lorenzo è piaciuto per ciò che riguarda.
1	La frase è corretta.	Edoardo si è spaventato a quella notizia.
