label	correction
0	Che tu sia partita, rallegra Beatrice.
1	Gabriele è il marito di Paola.
1	Beatrice è con Lorenzo.
1	Paola ha messo la macchina che è del fratello nel garage.
0	Tommaso obbedisce a Maria.
0	Andrea confronta Leonardo con Andrea. Per spiegare brevemente la correzione, la frase è già grammaticalmente corretta. Tuttavia, potrebbe essere meno ambigua se fosse "Andrea confronta Leonardo con se stesso" per evitare confusione su chi sia il secondo Andrea. Tuttavia, come è scritta, è ancora grammaticalmente corretta.
1	Maria fotografa Paola. La frase è già corretta.
1	Lorenzo è stato smanioso.
1	Tua sorella guarda il gelato.
1	Tua sorella guarda il CD. La frase è già corretta.
1	Sofia ha tagliato la testa al bisonte.
1	Sofia ha tagliato le teste ai tori.
1	I ragazzi taglierebbero la corda. La frase è già corretta.
1	È il toro che Maria ha preso per le corna e non il bufalo.
1	Maria stende il bucato.
0	Il mio amico abbaia.  Nota: L'espressione "abbaia" è generalmente usata per i cani, ma nel contesto della frase, se l'intenzione è quella di descrivere una persona che abbaia, la frase può essere considerata grammaticalmente corretta, ma forse meno comunemente usata. Tuttavia, per mantenere la coerenza dell'esercizio, l'ho considerata corretta.
1	Riccardo ulula. La frase è già corretta.
1	Gabriele dormì.
1	Il cane si è fermato in un batter d'occhio.
1	Edoardo ci ha messo due ore per tagliare il filo elettrico. La frase è già corretta.
1	Leonardo ha sezionato il vecchio tiglio.
9	Le sei bombe sono esplose il 6 maggio 1999. La frase è già corretta.
1	Lorenzo non ha più l'abitudine di fumare. La frase è già corretta.
1	Andrea è diventato in gamba.
1	Tommaso ha fatto gli auguri a Giulia.
1	Sofia chiede che tu torni immediatamente.
0	Dispiace a Beatrice che tu vada via.
1	I bambini hanno calpestato le aiuole.
0	I bambini eruttarono lava. Nota: La frase data è grammaticalmente accettabile, ma il suo significato è piuttosto insolito e inverosimile. "Eruzione" è generalmente associata a vulcani e non a bambini. La frase è corretta in termini di grammatica, ma il suo significato potrebbe non essere coerente con la realtà.
1	Quell'uomo ha fotografato l'unico testimone e ciò è avvenuto un mese fa. La frase è già corretta.
0	Quell'uomo ha fotografato.
1	Andrea ha carezzato il volto a Beatrice. La frase è già corretta.
1	Il volto di Paola è carezzato. La frase è già corretta.
1	Edoardo ha fratturato il braccio di Maria. La frase è già corretta.
0	Leonardo ha paralizzato il braccio di Maria.
1	Il bambino pesava nove chili a pochi mesi. La frase è già corretta.
1	Gli operai asfaltarono la strada. La frase è già corretta.
1	Paola elencò l'invitato. La frase è già corretta.
0	Alice ha messo i vestiti nell'armadio e ciò è accaduto.
1	Maria ha tolto i vestiti e ciò è accaduto nell'armadio. La frase è già corretta.
1	Beatrice riempie il frigo con frutta.
1	Maria difende Andrea dai pericoli.
1	Il libro passa da Maria a Maria. La frase è già corretta.
1	Maria dà un libro a Paola.
1	Francesco delega Gabriele suo rappresentante. La frase è già corretta.
1	Sofia delega Maria come sua rappresentante. La frase è già corretta.
0	Lorenzo abita a Roma e ciò succede lì.
1	Riccardo ha mangiato la pizza e ciò è successo al ristorante.
1	Sofia fuma una bionda.
1	Edoardo ha spalmato il paté sul pane. La frase è già corretta.
1	Andrea ha spalmato il pane di paté.
1	Le bombe piovevano su di noi. La frase è già corretta.
1	I matrimoni misti funzionano in modo perfetto.
1	La tua idea equivale alla mia. La frase è già corretta.
1	La tua idea e la mia si equivalgono. La frase è già corretta.
1	Edoardo gira per la città.
1	Giulia torna da Milano a Napoli. La frase è già corretta.
1	Lorenzo controlla Paola.
0	Maria acconsente a che la figlia esca con quel ragazzo. Per una frase più naturale, puoi considerare: "Maria acconsente a che sua figlia esca con quel ragazzo."
0	Alice si prende cura di Maria.
1	Paola dubita di te. La frase è già corretta.
1	Maria desidera che tu parta.
1	Che Giulia sia sempre in viaggio piace ad Andrea. La frase è già corretta.
1	Emma volontariamente affascina Francesco. La frase è già corretta.
1	Franceso desidera che lui venga. La frase è già corretta.
1	Leonardo annota sul taccuino che il presidente scriverà la sua autobiografia. La frase è già corretta.
0	Alessandro invita Paola a partire.
1	Alice ha accompagnato Tommaso al cinema.
1	La partenza apporta un beneficio a tutti. La frase è già corretta.
1	Alessandro si lamenta del mare sporco con Paola. La frase è già corretta.
1	Alice mette in agitazione Tommaso. La frase è già corretta.
1	Andrea lascia a Leonardo pieni poteri.
1	Il piatto piange. La frase è già corretta.
1	Mi girano le scatole. La frase è già corretta.
1	Alice si è attaccata a un capello.
1	Maria ha piantato Riccardo in asso. La frase è già corretta.
1	Sofia e Riccardo parlano la stessa lingua. La frase è già corretta.
1	Avere fegato. La frase è già corretta.
0	Avere le paturnie è comune.
0	Avere scatole. In questa frase, "sul" è un errore grammaticale. La forma corretta è "Avere scatole", che significa avere idee o progetti.
0	Essere in un grembo di vacca.
1	La frase è già corretta.
1	Riccardo spera che possa partire presto.
1	Beatrice ha un'attenzione per Giulia. La frase è già corretta.
1	Alice è in ansia.
1	Siamo cariche di viveri. La frase è già corretta.
1	La ragazza mangerà la pizza.
1	Lei ha presentato la donna a dei suoi amici.
1	Edoardo obbedisce a Sofia. La frase è già corretta.
1	Edoardo ci va. La frase è già corretta.
1	Una volta comprato il costume, Edoardo andrà a nuotare.
1	Edoardo va a invitare Giulia a cena.
0	Beatrice scappa per andare a comprare.
1	Sono i libri che Leonardo mette sugli scaffali ora.
1	Edoardo mette i libri sugli scaffali.
0	Sono i libri quello che Leonardo mette sugli scaffali ora.
1	Andrea mangia.
1	Questo lavoro è di competenza di Leonardo. La frase è già corretta.
1	Questo lavoro rientra nelle competenze di Riccardo. La frase è già corretta.
1	A Francesco piace Maria per le sue gambe. La frase è già corretta.
1	Andrea accarezza le gambe di Maria.
1	Riccardo non gradì quell'allusione.
1	Francesco ricorda qualcosa. La frase è già corretta.
1	Era la conversazione che fecero i due ragazzi che Paola criticò.
1	Leggeva i nomi degli artisti alla ragazza. La frase è già corretta.
1	Ha tradito la fiducia di Gabriele. La frase è già corretta.
1	Era felice di ciò.
1	Era contento di giocare a carte.
1	Alessandro disgusta Giulia. La frase è già corretta.
1	Ne vediamo di tutti i tipi. La frase è già corretta.
1	Ha abboccato all'amo.
0	Ho riso per due ore.
1	Ha preso una cotta per Sofia.
1	Maria è in crisi. La frase è già corretta.
1	Conservava il controllo della società.
1	Maria ha venduto i suoi vestiti al mercato delle pulci.
1	Paola ha confrontato i due libri in biblioteca. La frase è già corretta.
1	Maria ha immerso il figlio nell'acqua fredda. La frase è già corretta.
1	Leonardo leggeva sul divano.
1	Il consenso della gente è nato dal suo talento. La frase è già corretta.
1	Francesco guarda che tutto proceda per il meglio. La frase è già corretta.
0	Francesco si vergogna che sia successo a lui.
1	Giulia deve lavorare domani.
1	Francesco stabilì la partenza di Tommaso con Maria.
1	Maria ha lasciato il marito.
0	L'affitto di quella casa gli rende 500 euro. La frase è già corretta.
1	Hanno messo tutti in allarme? La frase è già corretta.
0	Gli sale il sangue alla testa molto facilmente.
1	Per tutta la vita ha costruito castelli in aria. La frase è già corretta.
1	Quel terreno frutta molti soldi.
1	Gabriele ha fatto scrivere una lettera a Lorenzo da Riccardo. La frase è già corretta.
0	Il vento ha fatto rompere il vetro a Andrea.
0	Il colonnello ha costruito la nave.
1	Lorenzo si è fatto rompere la vetrata.
1	Il sasso ha rotto il vetro.
1	L'auto ha schiacciato l'acceleratore.
1	Il colpo ha schiacciato l'acceleratore. La frase è già corretta.
1	Lorenzo ha rotto il fidanzamento.
1	Il caldo ha avariato il cibo. La frase è già corretta.
1	L'umidità ha ossidato il ferro. La frase è già corretta.
1	Gabriele ha fatto ossidare il ferro.
1	Il vetro fu rotto dall'esplosione di un colpo.
1	Maria si è lavata.
1	Paola ha trascurato se stessa.
1	L'uomo lavatosi ieri è mio nonno. La frase è già corretta.
1	Andrea ha graffiato lo sportello dell'auto.
1	Lo sportello dell'auto si è graffiato. La frase è già corretta.
1	Il viso di Tommaso si è graffiato. La frase è già corretta.
1	I prati si sono rivestiti con i fiori.
0	I prezzi sono aumentati del 10 %. La frase è già corretta.
5	Il fatturato si è incrementato del 15 % nell'ultimo anno.
1	La Fiat si è fusa con la Chrysler. La frase è già corretta.
0	Il disegno si è confrontato con la fotografia.
1	Il contagio è in diffusione.
0	Il gatto ha impiastricciato di peli il divano.
1	L'inverno ha privato delle foglie gli alberi.
1	L'esplosione ha spaccato la vetrata per un secondo. La frase è già corretta.
1	La vetrata si è spaccata in un millisecondo.
1	L'intonaco si è sgretolato in poche settimane. La frase è già corretta.
1	La pioggia ha reidratato il terreno per giorni.
1	Francesco ha riempito il serbatoio per un'ora. La frase è già corretta.
0	Il prezzo di quei prodotti si è abbassato del 20% per sei mesi.
1	Ha protratto l'interrogatorio per tutta la mattinata.
1	Gabriele ha proseguito la lezione per ore.
0	Le vittorie hanno caricato di entusiasmo il calciatore in una settimana.
1	Il lievito ha fermentato la pasta in due ore. La frase è già corretta.
1	Il temporale ha ritardato il treno in due ore.
1	L'incidente ha ritardato il treno di due ore.
1	Il treno ha ritardato per due ore.
0	Il vino è diventato aceto dopo ore.
0	I commercianti hanno incrementato le vendite del 10 % per anni. La frase è già corretta.
0	Le vendite sono incrementate del 10 % in due anni.
1	L'umidità ha ridotto in polvere l'intonaco per giorni. La frase è già corretta.
5	Il cioccolato si è fuso in 5 minuti.
5	La carne si è cotta in 5 minuti.
0	La finestra si è chiusa, ma non è chiusa. Per una spiegazione più dettagliata, la frase presenta un'incoerenza grammaticale. In italiano, si usa il participio passato (si è chiusa) per indicare che un'azione è stata completata. Tuttavia, la seconda parte della frase (ma non è chiusa) contraddice ciò che è stato detto nella prima parte. La frase corretta dovrebbe essere: La finestra si è chiusa, ma non è aperta. In questo modo, la frase risulta coerente e grammaticalmente corretta.
1	La valigia è diventata leggera.
0	I prezzi sono rincarati del 10%.
1	Hanno reso la stanza grande. La frase è già corretta.
1	Il mare si è fatto agitato. La frase è già corretta.
1	La carne è saporita.
1	Il vino è aceto.
1	Il pullover di lana si è infeltrito. La frase è già corretta.
1	Edoardo si è fatto simile a uno scheletro. La frase è già corretta.
1	La carne è diventata gustosa. La frase è già corretta.
1	La situazione è diventata ingarbugliata. La frase è già corretta.
1	L'aria si è fatta puzzolente.
1	La situazione diventa ingarbugliatissima. La frase è già corretta.
1	A Riccardo, questi argomenti non l'hanno convinto. La frase è già corretta.
1	La follia spaventa Francesco.
1	Le ragazze hanno innervosito Andrea.
1	Le ragazze hanno preoccupato Francesco. La frase è già corretta.
1	Quei fuochi hanno innervosito Edoardo.
0	Alice ha fatto calmare Andrea da quell'uomo.
0	Maria ha fatto preoccupare Gabriele alla fidanzata.
0	Maria ha irretito Leonardo.
1	Riccardo si seduce. In questa frase, "Riccardo si seduce" è grammaticalmente accettabile, anche se potrebbe non essere il significato che si intende comunicare. Se si desidera esprimere l'idea di Riccardo seducendo qualcun altro, la frase dovrebbe essere "Riccardo si seduce" (maschile). Se si desidera esprimere l'idea di Riccardo seducendo sé stesso, la frase è già corretta.
0	Lorenzo si è piaciuto per questo.
1	Edoardo si è spaventato a quella notizia.
1	Riccardo si è agitato a quella notizia. La frase è già corretta.
1	Tommaso si è agitato per quella notizia.
0	Riccardo è irritato per quella notizia.
1	Il fatto che le tasse si abbasseranno illude i cittadini.
1	Maria ha timore di ciò. La frase è già corretta.
0	Maria ha paura di ciò.
1	Emma si sente nervosa.
1	Sofia è in ansia per l'accaduto.
1	Sofia ha i nervi a fior di pelle.
1	Emma è in stupore. La frase è già corretta.
1	Paola è in uno stato di spavento.
1	Quelle parole hanno offeso Francesco. La frase è già corretta.
1	I film horror appassionano Andrea.
1	L'esplosione ha frantumato il vetro.
1	Quella pietanza ha nauseato Francesco. La frase è già corretta.
1	Lo stato di salute di mia madre mi ha preoccupato subito. La frase è già corretta.
1	Lo stato di salute di mia madre mi ha addolorato in pochi minuti. La frase è già corretta.
1	Il fumo ha irritato la gola di Paola. La frase è già corretta.
1	Beatrice ha irritato Francesco.
1	Il tuo arrivo improvviso ha agitato Gabriele. La frase è già corretta.
1	La reputazione di Emma si è distrutta con quello scandalo. La frase è già corretta.
1	L'intonaco si è sgretolato. La frase è già corretta.
1	La politica dell'Unione Europea ha schiacciato la Grecia.
1	Giulia ha spento le polemiche. La frase è già corretta.
1	La schiena si è scottata.
1	Gabriele si è rotto di Maria.
1	Riccardo è desideroso di partire.
1	Giulia sposta il cadavere dall'armadio al tavolo. La frase è già corretta.
1	Francesco va a scuola.
1	Gabriele è alla scuola svizzera.
1	Gabriele è alla tavola.
1	Beatrice porta un piatto in tavola.
0	Giulia accompagna Gabriele al tavolo.
1	Maria cade per terra.
1	Andrea ha iscritto il figlio a scuola di danza. La frase è già corretta.
1	Emma ha portato il pacco a scuola.
0	Francesco sta seduto in poltrona.
0	La palla è finita dietro.
1	La palla è finita in acqua.
1	Maria abita giù in basso.
1	Mi raccomando, tieni acqua in bocca. La frase è già corretta.
1	Il bambino piange. La frase è già corretta.
1	Lorenzo perde il cappello.
1	Riccardo avrebbe bruciato le tappe. La frase è già corretta.
1	Maria ha rubato improvvisamente il cuore a Gabriele. La frase è già corretta.
1	Emma se la passava bene.
1	Giulia mise gli occhi addosso a Lorenzo. La frase è già corretta.
1	Riccardo abbandonò l'abito sul divano. La frase è già corretta.
1	Maria inchinò la testa.
1	Alice piegò la testa.
1	Maria levò il capo. La frase è già corretta.
0	Maria sollevò il capo.
1	Gabriele prese l'auto.
0	Alessandro ebbe una trombosi.
1	La trombosi venne ad Edoardo.
1	Il tifo venne a Riccardo.
1	Leonardo si scaldò. La frase è già corretta.
1	Maria si riposò.
1	Alice si rinforzò. La frase è già corretta.
0	Paola e Francesco presero l'inizio.
1	Riccardo ebbe una sbornia. La frase è già corretta.
1	Il formaggio fece la muffa. La frase è già corretta.
1	Sofia ebbe un bagno.
1	Beatrice si maritò con Gabriele.
1	Riccardo respirò aria fresca. La frase è già corretta.
1	Giulia prese una dritta. La frase è già corretta.
1	Giulia si sbagliò. La frase è già corretta.
0	L'aereo approdò.
1	Alessandro si bagnò.
1	Tommaso arieggiò la sua stanza. La frase è già corretta.
1	La nave ammarò.
1	Tommaso prese la terra dal secchio. La frase è già corretta.
1	I marinai vogavano.
1	Il dollaro è salito.
1	Il progetto ebbe successo.
1	Lorenzo prese un cappellaccio.
1	Riccardo si imbronciò.
1	Andrea prese cappello. La frase è già corretta.
0	Paola prese forma.
1	Alessandro prese parte alla festa.
1	Francesco annotò la lezione. La frase è già corretta.
1	Leonardo prese imbarco sulla nave.
1	Paola prese informazioni su Alessandro.
1	Edoardo si innamorò di Sofia.
1	Paola prese un odio per Tommaso. La frase è già corretta.
1	Gli uccelli si imbeccarono dalla madre. La frase è già corretta.
1	Maria prese una cotta per Francesco.
1	Maria si prese il gioco di Lorenzo. La frase è già corretta.
1	Lorenzo è il primo nella gara.
1	Francesco prese il coltello per la lama. La frase è già corretta.
1	Leonardo fece il proprio danno.
1	Lorenzo ha preso fischi per fiaschi.
1	Maria fece una seduta di elioterapia.
1	Andrea prese il treno.
1	Ѐ stato perso troppe volte il treno, in questa redazione. La frase è già corretta.
1	La bussola fu persa da Gabriele.
1	Andrea non si controllò più.
1	Edoardo è un chimico.
0	Tommaso espose un giudizio.
0	Lorenzo le disse due a Maria.
1	Beatrice prese fischi per fiaschi. La frase è già corretta.
1	Tommaso butta olio sul fuoco.
1	Riccardo tirò l'acqua al proprio mulino.
1	Alessandro si diede la zappa sui piedi.
1	Emma ascolta un disco.
1	Riccardo ha toccato Emma.
1	Riccardo fa le traduzioni dei bollettini di guerra. La frase è già corretta.
1	Di te ride in maniera beffarda. La frase è già corretta.
1	Tommaso legge.
1	Gabriele fa una telefonata a Maria. La frase è già corretta.
1	Tommaso dà un libro a Maria. La frase è già corretta.
0	Andrea ha telefonato, il che ha causato il fatto che Giulia sia ritornata.
1	Riccardo telefona ad Emma. La frase è già corretta.
1	Emma è in angoscia.
1	Leonardo odia Maria.
1	Leonardo odia Paola?
1	Alessandro andò a salutare il padre. La frase è già corretta.
1	Alessandro girò, con l'auto, a raccoglierla. La frase è già corretta.
1	Il battello virò a salvarli. La frase è già corretta.
1	Andrea obbedisce a lui sempre.
1	I soldati hanno passato le armi ai prigionieri.
1	Alessandro ama i bignè.
1	Il cedro ama la libertà. La frase è già corretta.
0	Il giardiniere ha potato il cespuglio a forma di barboncino di Edoardo.
1	A Lorenzo, Alessandro gli ha lasciato una ricca eredità.
1	Alessandro beve il suo caffè.
1	Alessandro desidera rivedere Beatrice.
1	Un gatto con gli occhi gialli sta sotto l'arco della porta. La frase è già corretta.
1	Paola ha coraggio. La frase è già corretta.
1	Gabriele segue una rigida condotta morale.
1	La zanzara pratica una rigida condotta morale. La frase è già corretta.
0	Il frigorifero ha una forte attrazione per Francesco.
1	Tommaso dette degli schiaffi a Maria. La frase è già corretta.
1	Riccardo allungò uno schiaffo a Giulia. La frase è già corretta.
1	Riccardo resta in silenzio.
1	Riccardo non ha più sospetti su Emma.
1	Lorenzo riceve aiuto da Edoardo. La frase è già corretta.
1	Alessandro agita Beatrice.
1	Edoardo fa friggere l'uovo nella padella.
1	Riccardo procede al caricamento del camion di casse.
1	L'inchiostro rosso è la carica della stilografica. La frase è già corretta.
1	La stilografica è caricata.
1	Tommaso fruga nei cassetti della scrivania di Giulia. La frase è già corretta.
1	Andrea carica l'orologio.
1	Riccardo dà molte botte al cane. La frase è già corretta.
1	Lorenzo sale, per una seconda volta, le scale di corsa. La frase è già corretta.
1	Beatrice ha l'incarico di rapire Emma.
0	Alessandro corre l'asino.
1	Francesco prende il cervo per le corna e lo atterra.
0	Il frigorifero ha attirato un gatto.
0	Il frigorifero ha attratto un tavolo.
1	Riccardo ha sedotto una minorenne. La frase è già corretta.
1	Tutta la sala applaudì all'affermazione dell'oratore. La frase è già corretta.
1	Paola ha letto un libro.
0	Maria colleziona biglietti d'amore.
1	Riccardo ha tosato lo zio. La frase è già corretta.
1	Paola fa una corsa in giardino.
1	Riccardo scambia libri con Maria.
1	Alice ha curvato la fronte.
1	Maria ha curvato la faccia. La frase è già corretta.
0	Sofia mantiene la testa al nemico.
1	Alessandro si gonfia la testa.
0	Beatrice ha abbandonato Giulia.
1	Capire le intenzioni segrete di una persona. La frase è già corretta.
1	Maria cambia le carte. La frase è già corretta.
0	Riccardo fa un cattivo gioco.
1	Andrea ha rotto il collo a Beatrice.
1	La musica rock rompe le orecchie.
1	Riccardo ha dato quel che è di Tommaso a Tommaso. La frase è già corretta.
1	La mosca salta al naso di Riccardo.
0	Andare incontro. La frase originale "Andare a monte" non è grammaticalmente corretta. "Andare incontro" è una frase equivalente che significa "andare verso" o "andare ad incontrare".
0	Essere all'indice. Nota: La frase "Essere all'indice" non è grammaticalmente corretta, poiché "essere" è un verbo e "all'indice" è un complemento di stato in luogo. Una correzione grammaticalmente corretta potrebbe essere: "Essere inseriti nell'indice" o "Essere inseriti nella lista".
0	Mettere al bando. Nota: "Mettere all'indice" è un'espressione idiomatica poco comune, mentre "mettere al bando" è un'espressione più comunemente usata con lo stesso significato.
1	Alzare il gomito. La frase è già corretta.
1	Perdere il lume della ragione. La frase è già corretta.
0	Aiutare qualcuno in difficoltà. La frase originale "Cavare la castagne dal fuoco a qualcuno" non è grammaticalmente corretta. La frase corretta in italiano è "Aiutare qualcuno in difficoltà".
0	Essere povero in canna è un modo di dire idiomatico, ma se si desidera una frase grammaticalmente corretta, potrebbe essere: "Essere povero fino alla canna" o "Essere povero al punto da non avere neanche una canna".
1	L'angelo custode accompagna la fantasia di ogni bambino.
1	Ogni bambino ha un angelo custode che lo protegge. La frase è già corretta.
1	A quella festa è di rigore lo smoking. La frase è già corretta.
0	La moto di Leonardo è nuova di zecca.
1	Ho visto un'unità in marcia.
1	Che Leonardo ritorni piace a Maria. La frase è già corretta.
1	Sofia corre a mangiare.
1	Andrea sorride a Sofia.
1	Beatrice bada a che l'articolo sia chiaro. La frase è già corretta.
1	Alessandro divorzia da Paola. La frase è già corretta.
1	Riccardo abita in una casa piccola.
1	Maria non sta a Roma.
1	Mille stelle brillano nel cielo. La frase è già corretta.
0	Guarda questa cosa.
0	Tutti i giorni, Leonardo li studia intensamente per tre ore al giorno.
1	La parete è toccata dalle spalle di Riccardo.
1	Lorenzo tocca la schiena di Paola.
0	Una tale conclusione deriva da ciò. La frase originale non è corretta in quanto manca il riferimento da cui deriva la conclusione. Ho aggiunto "da ciò" per renderla grammaticalmente corretta.
1	Gabriele mangia poca frutta.
1	Andrea beve.
1	Francesco pizzica con sadismo. La frase è già corretta.
1	Alessandro disegna sul muro.
1	Lorenzo balla la rumba.
1	La siesta è una dormita.
1	Francesco nuota a rana.
1	La spugna pulisce. La frase è già corretta.
0	Tutti bevono il tè amaro.
1	I lavori fatti hanno reso più larga la piazza.
1	Tommaso afferra il gatto.
1	Alessandro riflette sul gatto.
1	Andrea discute la validità delle affermazioni di Maria. La frase è già corretta.
1	Riccardo fotografa Alice. La frase è già corretta.
1	Tommaso legge il giornale in salotto.
1	Gabriele ha visto una casa di mattoni rossi.
1	Tommaso ha visto una casa. La frase è già corretta.
1	I libri vecchi stanno nella cassa.
1	Un libro passa da Beatrice a Francesco.
0	Non c'è sempre una concordanza tra i fatti e le parole di Maria.
1	Maria mette il libro nella borsa. La frase è già corretta.
1	Lorenzo stacca la foto dall'album. La frase è già corretta.
1	Emma ha ritrovato l'anello nel cassetto.
1	Il meccanismo di funzionamento del rotore alloggia se stesso in quell'involucro. La frase è già corretta.
1	Quella scatola conserva le foto di Alessandro ed Edoardo. La frase è già corretta.
1	E ciò è avvenuto al bar. La frase è già corretta.
1	Paola ha estratto la pistola e ciò ha avuto luogo dalla borsa. La frase è già corretta.
1	Il libro non sta nella cartella.
1	La commessa avvolge la carta da regalo intorno alla bottiglia. La frase è già corretta.
1	È dal marciapiede alla porta di casa che Beatrice ha piantato dei paletti.
0	Maria seppellisce il padre sotto un albero.
1	La polizia sgombera la piazza dei dimostranti. La frase è già corretta.
1	L'architetto ha decorato la facciata di fregi in marmo.
1	Andrea uccise Edoardo con un sol colpo di coltello. La frase è già corretta.
1	I bagagli non stanno nell'auto.
1	I libri stanno nella stanza. La frase è già corretta.
1	I vestiti vecchi stanno nell'armadio.
1	I vestiti vecchi non stanno nell'armadio.
1	Andrea profuma la stanza di aromi di pino.
1	Cicche intasano lo scarico della fontana.
0	Maria innaffia le piante con acqua e disinfestanti.
1	Il radar ha localizzato l'aereo.
1	Alessandro difende Beatrice dai pericoli. La frase è già corretta.
